easting,northing,coarse_local_slope,coarse_relief_m,coarse_width_m,coarse_area_ha,coarse_aspect_deg,tile
490309.73766796134,134881.68255250505,8.853012084960938,61.05604553222656,527.070801705122,12.65,167.75818,E488000_N128000
504281.78157660895,143835.88930374605,9.52798080444336,44.544593811035156,842.8003852069378,13.68,173.61182,E504000_N136000
448411.9411453222,127435.9828488195,11.303679466247559,51.30556106567383,670.2085703611374,11.1,173.23645,E448000_N120000
483068.64875675266,136217.98179119485,11.364763259887695,40.045013427734375,874.3657359480858,8.5,203.6085,E480000_N136000
446708.7045836445,128740.8186437973,7.5690598487854,52.44999313354492,701.5435725450516,13.33,160.91931,E440000_N128000
447102.4544863852,129206.67337614683,7.771902084350586,44.24678039550781,861.432888507843,18.6,161.09552,E440000_N128000
434233.34853011154,127872.89991005542,12.047063827514648,53.85778045654297,582.2982776165009,7.48,197.33339,E432000_N120000
485599.1605632094,137213.74675594538,17.8780517578125,49.46368408203125,553.1757295131683,6.5,215.60562,E480000_N136000
445662.64682488656,157159.5606830701,10.27244758605957,65.45407104492188,385.4557466506958,6.4,192.72458,E440000_N152000
496551.4739870481,114022.11100016194,25.038372039794922,56.63426208496094,265.8622455596924,2.36,139.97433,E496000_N112000
491734.88150840095,128155.96380519828,8.556818008422852,56.12931823730469,605.2929654717445,13.47,189.24245,E488000_N128000
471149.63681444403,118854.55523814657,16.059288024902344,59.840545654296875,377.0826828479767,5.84,209.81166,E464000_N112000
471087.76728821767,123099.43221134323,10.858003616333008,38.34700012207031,907.3804759979248,13.59,162.56445,E464000_N120000
490411.5057901368,116279.46912026164,6.799458980560303,39.014068603515625,972.5980371236801,22.11,186.66599,E488000_N112000
425305.3742254243,147569.62021160853,7.656642913818359,30.018569946289062,1132.3809710144997,19.78,189.96078,E424000_N144000
488360.51037306176,129268.21350331882,8.751504898071289,47.57525634765625,757.3269754648209,18.86,197.14247,E488000_N128000
489316.7440273406,135146.9228816423,10.609773635864258,51.13682556152344,640.2811244130135,6.37,163.04694,E488000_N128000
512082.85039323446,148994.24778436864,14.35698127746582,63.13200378417969,322.8220707178116,5.62,142.6322,E512000_N144000
468293.9314455082,176347.77246053112,8.914673805236816,37.86040496826172,936.4990642666817,20.03,171.50165,E464000_N176000
465295.9559550305,119150.93595388645,7.71768045425415,46.058197021484375,792.1914231777191,8.42,149.0592,E464000_N112000
474578.4656089472,144061.82298043882,8.626873970031738,27.011932373046875,1142.074624747038,12.59,172.75293,E472000_N144000
459035.2020697725,178410.19541553917,8.479469299316406,39.44348907470703,895.0433704815805,11.66,181.0246,E456000_N176000
475601.6424574488,130878.63426910978,7.428523063659668,43.280677795410156,835.9386122226715,17.88,160.91315,E472000_N128000
481239.60272535775,130412.29276003786,9.082883834838867,38.952430725097656,888.6266899108887,13.87,163.16638,E480000_N128000
438380.8775248077,156996.18408471203,6.791342735290527,49.3963623046875,724.3620307743549,11.91,178.38629,E432000_N152000
496172.05086071603,114428.3401604165,13.564469337463379,58.578216552734375,404.94895577430725,9.78,166.92963,E496000_N112000
500322.5395809118,108343.86464591019,7.599642753601074,49.32722473144531,706.5291225910187,21.45,203.15375,E496000_N104000
471844.7191468409,118715.56601780374,12.277615547180176,65.97941589355469,276.3607317209244,2.31,216.61595,E464000_N112000
456523.4983721325,180416.67767213468,7.825737476348877,39.27665710449219,895.8783528208733,19.37,154.323,E456000_N176000
440274.9270303929,152339.8846873918,7.607029438018799,42.15796661376953,842.4761927127838,21.6,208.80861,E440000_N152000
419784.8416866427,142527.6761668247,6.54228401184082,42.084075927734375,859.7535997629166,18.72,168.92017,E416000_N136000
496688.21889459755,114825.91270975392,22.425628662109375,56.49134063720703,249.38966035842896,2.94,143.72113,E496000_N112000
484351.51954060973,124244.35168227312,12.420848846435547,50.107513427734375,576.8332096934319,6.04,196.95619,E480000_N120000
469625.4088764669,133453.53471877522,8.778976440429688,39.87335205078125,854.0198582410812,11.75,186.18645,E464000_N128000
