rank,selection_tier,ideal_match,paragliding_score,name,grid_ref,facing,aspect_deg,distance_miles,representative_slope_deg,vertical_relief_m,vertical_relief_ft,ridge_length_m,ridge_8deg_m,ridge_9_5deg_m,percent_face_8deg,percent_face_9_5deg,connected_area_ha,downslope_span_m,roughness_m,gaps_count,largest_gap_m,slope_score,relief_score,ridge_score,exposure_proxy_score,continuity_score,launch_proxy_score,aspect_score,whitewool_similarity_pct,latitude,longitude,easting,northing,category,status
36,Ideal,True,75.74688905295163,Unnamed face near SU 801 274,SU 7968 2708,SSE,147.18829345703125,9.370827539010044,12.187610626220703,38.89180374145508,127.59778538711548,1609.885322285758,1668.0289135811618,1617.0535333991866,73.55265968810083,61.465498825037386,19.597058176,514.3462125069345,5.820446491241455,0,0,100.0,20.9908930460612,100.0,63.33508224487305,100.0,89.03159697850545,40.34235174005681,43.554309489161994,51.0376021069922,-0.8648698662116805,479684.9153360744,127084.28272542478,Likely ridge-soarable,Likely ridge-soarable
37,Ideal,True,75.3273282999591,Unnamed face near SZ 538 881,SZ 5400 8714,S,186.1011199951172,30.551538911425045,10.714622497558594,36.90068054199219,121.06522874938965,1590.7683779085055,1714.381210497173,1667.4877288866555,58.96309097642266,42.8687816318973,34.209995265244444,419.4047789547476,5.454268932342529,0,0,100.0,18.778533935546875,100.0,57.041204817653245,89.63506589003309,81.72893815570407,88.90705455433239,47.45228709377463,50.68143176322338,-1.2369528232781783,454006.0890306417,87141.35659836716,Likely ridge-soarable,Likely ridge-soarable
38,Ideal,True,75.31864961560298,Unnamed face near SU 604 223,SU 6020 2201,SSE,165.603759765625,8.814252286122297,10.879606246948242,39.273902893066406,128.85139156768798,1797.3897712636972,1192.7822528521065,1135.0197968864231,55.41845223090497,43.653894630703306,80.56888574613333,1318.3749880495309,6.462158203125,0,0,100.0,21.415447658962673,100.0,63.56434173583985,85.47558038115778,83.28998486200969,73.82501775568183,40.077475885635266,50.9944062638746,-1.1434775503904036,460206.78330333513,122016.75684443666,Likely ridge-soarable,Likely ridge-soarable
39,Ideal,True,74.64372457869719,Unnamed face near SU 893 351,SU 8970 3527,SSE,158.70794677734375,14.33365572594388,11.786649703979492,39.22639465332031,128.69552463439942,1967.4845340589527,2085.829437178152,1899.4190020181704,56.36715048265597,36.020644719160074,64.51979169742222,2345.945006231268,5.399389743804932,0,0,100.0,21.362660725911457,100.0,63.535836791992196,79.56696807004366,90.66903988520303,61.28717595880681,36.419807150932584,51.10980095717738,-0.7199942999129924,489702.8539145569,135279.4311376883,Likely ridge-soarable,Likely ridge-soarable
40,Ideal,True,74.5819435664933,Unnamed face near SU 701 208,SU 7111 2082,SSW,209.2595672607422,9.03213714854397,14.08892059326172,55.409210205078125,181.7887532092285,935.2483013118036,1051.7287304073689,1035.389110214659,85.85277968428278,78.04564172958133,14.414404800533337,340.1232369649806,8.227707862854004,0,0,100.0,39.34356689453125,100.0,54.93273228387699,100.0,49.19836627112495,46.80078679865057,63.61245445374046,50.98246976646092,-0.9882650357985364,471117.5212441119,120827.35221792418,Likely ridge-soarable,Likely ridge-soarable
41,Ideal,True,74.52684738445653,Henwood Down,SU 6472 2227,SE,136.89215087890625,7.786557025164901,11.50886344909668,41.87400436401367,137.38190847763062,1121.4654748223256,392.9892899429542,1061.6139994537807,58.8447807776994,42.19414694627931,22.81520253333333,662.156557197799,6.166597366333008,0,0,100.0,24.304449293348522,100.0,65.12440261840821,88.83327745658225,82.70119865735373,21.622092507102273,57.55934721888604,50.996236210697255,-1.0791249063479669,464720.4042842715,122274.67578057936,Marginal — inspect carefully,Marginal terrain candidate
42,Ideal,True,74.50279612231297,Unnamed face near SU 904 300,SU 9122 3047,SW,221.73133850097656,15.494187831646228,10.51095962524414,36.11851501464844,118.49906880065916,1805.598645373364,1470.9792205600534,1431.4324826690718,63.04550831102534,47.3448297329266,31.27844187306666,535.1304815612384,4.623993873596191,0,0,100.0,17.909461127387154,100.0,61.671109008789074,97.29697957907759,93.68446826934813,24.12483908913352,45.22647725174559,51.066391463977936,-0.6994526857992442,491226.0680486754,130477.38140591251,Likely ridge-soarable,Likely ridge-soarable
43,Ideal,True,74.36219495919693,Unnamed face near TQ 090 438,TQ 0946 4321,SSW,205.70269775390625,27.13569483271054,10.505145072937012,35.21958923339844,115.54983714050292,1890.362874549872,1939.2381429633824,1771.160029901017,60.44598843835391,45.29776044598844,46.05788991413333,1788.741867793549,5.911327838897705,0,0,100.0,16.910654703776043,100.0,61.13175354003907,93.70189890410646,88.67816951539783,53.267822265625,35.08871534785945,51.17766919694718,-0.4353450728880348,509468.1786154895,143211.46008787796,Likely ridge-soarable,Likely ridge-soarable
44,Ideal,True,74.08459182059993,Unnamed face near SU 862 172,SU 8594 1733,SE,144.66619873046875,16.115826341577183,11.337274551391602,41.27216720581055,135.40737705551146,1203.689327449887,981.106335878314,920.740476020379,58.85157957480628,48.2548513146566,17.49645847608889,967.8712747595856,6.3801045417785645,0,0,100.0,23.635741339789497,100.0,64.76330032348633,91.49686536941294,69.07438490125868,35.75672496448864,59.595485916339086,50.949076972308895,-0.7778554814299361,485948.8108081234,117337.71272315076,Likely ridge-soarable,Likely ridge-soarable
45,Ideal,True,73.82436169302629,Unnamed face near SU 822 108,SU 8216 1090,SSE,160.82568359375,17.628130290871326,10.630931854248049,37.03631210327149,121.5102142008972,2284.561594076804,2456.755158451386,1146.5739231983898,53.43650652766795,40.0705214065551,112.65746744248888,2018.908006050449,6.268271446228027,0,0,100.0,18.929235670301658,100.0,62.2217872619629,79.34491426844426,87.29005548689099,65.1376065340909,34.626619018970814,50.89182130042932,-0.8332090710922022,482161.12041981984,110907.89008141198,Likely ridge-soarable,Likely ridge-soarable
46,Ideal,True,73.680983917028,Unnamed face near SU 702 187,SU 7115 1897,SSE,162.62615966796875,10.13851042069843,11.974220275878906,42.48194122314453,139.3764520425415,745.8568267691298,772.8226082986803,731.0503582715755,68.53804739967808,56.69367819281789,31.249622669866664,1078.2993935259,6.453134059906006,0,0,100.0,24.979934692382812,70.87469337162567,65.48916473388672,100.0,79.53442480829027,68.41119939630683,62.108250933986675,50.96583466414079,-0.9880730940183272,471156.3717235869,118977.66429301848,Likely ridge-soarable,Likely ridge-soarable
47,Ideal,True,73.44962300888561,Unnamed face near SU 821 134,SU 8300 1307,SE,135.0,16.827508735367683,10.172626495361328,37.30887985229492,122.40446537460328,1618.399574428855,1686.3044516776572,1621.2289443142363,60.52848446181248,45.65754844883962,42.49551618524444,1403.367463141185,5.1256937980651855,0,0,100.0,19.232088724772137,100.0,62.38532791137696,93.81598914931514,86.60363700654771,18.181818181818176,45.11913977572104,50.91121585608527,-0.8207019745415806,483006.31946260674,113078.54474142702,Likely ridge-soarable,Likely ridge-soarable
48,Ideal,True,73.18848500739949,Unnamed face near TQ 023 093,TQ 0217 0841,SSE,160.58935546875,27.446618328197708,11.436301231384276,43.819427490234375,143.76453048706054,949.6867782860644,883.0863422826515,860.836855199188,57.0940131181095,36.49927896915849,16.327679679644444,541.5396280251589,12.37224292755127,0,0,100.0,26.46603054470486,93.54958695975184,66.29165649414062,81.02496575809032,63.084057569503784,64.7079190340909,51.92191246291872,50.86624429910326,-0.5494252110249768,502175.7750460924,108417.5183116678,Likely ridge-soarable,Likely ridge-soarable
49,Ideal,True,72.92338661466547,Unnamed face near SU 744 183,SU 7508 1871,SE,137.25958251953125,11.207438515064084,10.293014526367188,38.991661071777344,127.92540131072998,1072.661776812165,1080.6238656587666,1024.303569790267,51.155083021592176,37.37284242304916,29.181044306844445,1031.045613504626,5.711743354797363,0,0,100.0,21.10184563530816,100.0,63.39499664306641,73.63789560255609,84.5374011993408,22.29015003551137,66.3364618188807,50.96299989494992,-0.9322045942561742,475084.0649016252,118717.7294436284,Likely ridge-soarable,Likely ridge-soarable
50,Ideal,True,72.76179844087608,Unnamed face near SU 722 175,SU 7206 1866,S,184.81304931640625,10.49455019703741,11.001115798950195,41.21613311767578,135.2235381777954,664.4819010410574,728.1943860750762,702.6339363101288,72.87698303782182,57.29812812208377,19.33448321351111,624.6478623150033,6.774745941162109,0,0,100.0,23.57348124186198,65.15312641988156,64.72967987060547,100.0,76.23456623819138,91.24900124289773,51.14897250119389,50.96288091262169,-0.9752111325314518,472064.1127759529,118661.66647516465,Likely ridge-soarable,Likely ridge-soarable
51,Ideal,True,72.15726354981597,Unnamed face near SU 968 124,SU 9660 1353,SSE,159.332763671875,22.78235957241512,11.510493278503418,42.55856323242188,139.62783659545897,811.9565165555687,436.0663089117734,396.23004678764846,68.20715698615356,55.29581010609603,12.352230704888887,438.3315684177651,6.425343036651611,0,0,100.0,25.065070258246536,75.89186109686777,63.59039934241398,100.0,66.79698599709405,62.42320667613637,53.486100233409886,50.91316851604721,-0.6271480116219755,496609.49779579823,113530.88930890344,Likely ridge-soarable,Likely ridge-soarable
52,Ideal,True,72.01250522093542,Unnamed face near SU 780 202,SU 7795 2018,SSE,161.946044921875,11.412304850134417,10.78089714050293,35.896514892578125,117.770721920166,867.2366410915856,827.9532978258212,793.7984835874522,58.35854117915644,46.19599337937332,19.81640433368889,625.0657145986916,7.965553283691406,0,0,100.0,17.662794325086807,82.9790565502033,61.53790893554688,90.81500375840784,80.68951500786675,67.17462713068181,43.527160322966374,50.975831464176046,-0.8910270599819522,477954.29954530543,120187.2884595537,Likely ridge-soarable,Likely ridge-soarable
53,Ideal,True,71.92512351221013,Unnamed face near SU 612 236,SU 6046 2322,SSE,149.67684936523438,8.076424467579013,10.92255401611328,38.315216064453125,125.7060934729004,1047.7059504945064,1093.4541731645586,901.0782272524666,55.42287467134093,41.61919368974584,15.650428404444444,351.18558679278067,5.06872034072876,0,0,100.0,20.350240071614582,100.0,46.52006077080199,83.55697941587512,86.8917383088006,44.86699884588068,52.12713342172063,51.00520637149161,-1.1395685504133055,460467.0976213522,123220.97003936127,Likely ridge-soarable,Likely ridge-soarable
54,Ideal,True,71.53928429321546,Unnamed face near SU 621 066,SU 6253 0671,S,179.7042236328125,17.549710016957746,9.95311450958252,35.818965911865234,117.51629612228392,2196.310199781612,2104.507981725445,1896.4414264174995,40.20554387517981,29.14269115857032,54.21052228604444,515.1468948112306,7.281325340270996,0,0,98.82786273956299,17.576628790961372,100.0,61.49137954711914,50.709637708830144,81.44483142428926,99.46222478693181,34.49904683864477,50.85657198293863,-1.1129394794479026,462534.0795099427,106714.52096265995,Likely ridge-soarable,Likely ridge-soarable
55,Ideal,True,71.23182389267787,Unnamed face near TQ 012 110,TQ 0107 1113,SSE,154.42694091796875,25.908456713461728,9.72065258026123,37.63163757324219,123.4633818157959,1612.5643952302637,1536.1252343870583,1391.4183191240882,54.608230966756885,38.29203969741134,33.17890821742222,661.339540383633,7.990421295166016,0,0,93.01631450653076,19.590708414713543,100.0,62.578982543945315,79.28303667469348,74.57097742292615,53.50352894176136,44.85058981445718,50.89089125545475,-0.564349802073036,501072.2730885261,111137.68286917574,Likely ridge-soarable,Likely ridge-soarable
56,Ideal,True,70.86636733784987,Henwood Down,SU 6643 2268,SE,139.831787109375,7.4394687206675805,10.947673797607422,39.86463165283203,130.78947811187743,924.6090203162748,808.6716094285948,745.2167585762218,55.5619896925126,36.0318103731156,17.04815975964444,542.0021353724005,5.754170894622803,0,0,100.0,22.071812947591145,90.3344897841378,63.91877899169922,78.46400993344909,76.23880664507547,26.96688565340909,51.97958277625473,50.99974502498434,-1.0546152984055153,466435.3736787904,122686.63313025676,Likely ridge-soarable,Likely ridge-soarable
57,Ideal,True,70.64448014375199,Unnamed face near TQ 008 123,TQ 0064 1239,SE,139.27557373046875,25.25125530437981,10.715540885925291,42.76696014404297,140.31155351898192,841.6211790083325,776.9377164122416,700.2830706710811,62.478667208451846,50.0284437220642,15.751295615644445,537.5112218239519,6.1173996925354,0,0,100.0,25.296622382269966,79.69502294978622,65.66017608642578,96.51305039466745,66.03652609719171,25.955588600852273,49.8793970350236,50.90228210646043,-0.5701211945029256,500641.8313625241,112396.44656313176,Likely ridge-soarable,Likely ridge-soarable
58,Ideal,True,70.54956138321734,Unnamed face near SU 298 560,SU 3053 5688,SE,143.18670654296875,26.346828728292863,12.991908073425291,42.84811401367188,140.57780638061524,698.3294808963547,755.1262496039853,712.6955343597219,67.4718196457327,53.1861053600184,8.964373262044443,586.7337123963807,7.547318935394287,0,0,100.0,25.38679334852431,68.60592943640837,65.70886840820313,100.0,71.85162358813815,33.066739169034086,55.116467739629,51.31026675205777,-1.563302448613359,430535.448893846,156885.08352649468,Likely ridge-soarable,Likely ridge-soarable
59,Ideal,True,70.48732060670817,Unnamed face near SU 806 171,SU 8119 1799,S,170.66650390625,13.746583992898987,10.245550155639648,35.24660110473633,115.63845876846314,926.902737171331,889.0453513393295,835.7698549226625,42.14571371120892,23.645523805268216,31.76836832746666,1205.743331820966,5.465050220489502,0,0,100.0,16.940667894151478,90.62855604760654,61.147960662841804,48.1928281398066,85.7636324564616,83.03000710227273,52.65193002555469,50.95564730507816,-0.8453974115358062,481192.8718914651,117991.92956557288,Likely ridge-soarable,Likely ridge-soarable
60,Ideal,True,70.43811034365311,Unnamed face near SU 640 219,SU 6433 2168,SW,218.07354736328125,8.186059914700412,9.780384063720703,35.60528564453125,116.8152453540039,2136.416702206072,1611.373116540606,822.5638853192795,51.52537158004355,36.76275679257787,56.56248948053332,973.9524403719696,5.047961235046387,0,0,94.50960159301758,17.33920627170139,100.0,61.363171386718754,73.57288877159019,91.54662158754137,30.77536843039773,33.60227837707057,50.99099712110963,-1.0847237007840715,464334.7368974284,121687.17687085232,Likely ridge-soarable,Likely ridge-soarable
61,Ideal,True,70.20650402106125,Unnamed face near SU 697 402,SU 6985 3990,SSW,201.17955017089844,3.819454938805,10.240344047546388,36.30707550048828,119.11770558502197,1085.9808293128735,985.3272569915862,915.1388158691698,40.49229426582304,26.20147965963861,22.95289428195555,1138.312058876094,7.1634674072265625,0,0,100.0,18.118972778320312,100.0,61.78424530029297,48.32398030443355,77.92555199729073,61.49172696200284,50.42963461993365,51.15410915756193,-1.0026192618597818,469851.4947831288,139900.75626835716,Likely ridge-soarable,Likely ridge-soarable
62,Ideal,True,69.93142646732467,Unnamed face near TQ 126 471,TQ 1364 4780,SSW,200.79112243652344,30.324378737980247,10.883424758911133,37.22650909423828,122.13422009674072,683.0642249056255,769.6221163646551,745.6169168087654,69.61398261519768,56.659500887933454,9.143692748622222,357.91006846458185,5.193558692932129,0,0,100.0,19.14056566026476,70.46437389290449,46.98758353397328,100.0,91.4694939719306,62.19795920632103,43.71401293488371,51.21817189839782,-0.3742265939622399,513640.6042770467,147808.0852781871,Likely ridge-soarable,Likely ridge-soarable
63,Ideal,True,69.84982539863441,Unnamed face near TQ 012 454,TQ 0128 4566,S,187.5128936767578,22.58401293889487,10.09160041809082,35.07807540893555,115.0855529246521,615.0144684973639,557.9071817059303,509.2570341077517,65.07427330602576,48.06790702265212,24.05282720408889,637.6836376813008,4.195067405700684,0,0,100.0,16.753417121039497,50.642880576585114,61.04684524536134,100.0,91.64604134029813,86.3401933149858,42.03480314814789,51.201265945163705,-0.5517393431774708,501280.7468247589,145668.8272372659,Likely ridge-soarable,Likely ridge-soarable
64,Ideal,True,69.61331229493994,Unnamed face near SU 894 110,SU 8856 1055,SSW,207.2666015625,20.24302721752571,10.583379745483398,38.12532806396485,125.08310132537842,1144.4322686468367,881.9723942013807,810.6188317822525,34.04054242620289,19.63567632022935,34.65028864746667,827.4822224359959,5.144942760467529,0,0,100.0,20.13925340440539,100.0,62.87519683837892,33.19044973076207,86.77908725208705,50.42436079545455,52.85946040929309,50.88770876920199,-0.7423101161459985,488561.9690039465,110555.52771318056,Likely ridge-soarable,Likely ridge-soarable
65,Ideal,True,68.87275158042306,Unnamed face near SU 892 374,SU 8883 3684,SE,135.3367919921875,13.85487268520416,10.584442138671877,35.056846618652344,115.01590466033936,867.8052156775375,747.3585068575339,693.7510907938704,52.24124308664735,36.4287595470108,17.128213101866663,742.7603178393329,4.4892988204956055,0,0,100.0,16.72982957628038,83.05195072788942,61.03410797119141,74.2469804935133,94.2082823647393,18.79416725852273,39.302673807349095,51.12398390892654,-0.7320259941271624,488833.4395105863,136842.04958624355,Likely ridge-soarable,Likely ridge-soarable
66,Ideal,True,68.41835294443551,Unnamed face near SU 589 822,SU 5801 8271,SSE,158.2462158203125,30.33794310180797,10.663393020629885,36.94677734375,121.21646498046874,747.5276549229748,783.9768297226401,734.9313753001625,55.53807210781966,45.00239447218991,13.240822803555554,342.245303910051,4.403310775756836,0,0,100.0,18.829752604166668,72.30472175931283,44.208950391258504,86.91435504272931,94.54268031650119,60.447665127840914,38.975048778194086,51.54034028495828,-1.1649227728634808,458011.69268853584,182712.60179623516,Likely ridge-soarable,Likely ridge-soarable
67,Ideal,True,68.04432012037044,Unnamed face near SU 753 192,SU 7467 1850,SSW,204.40283203125,11.2104487905219,12.341989517211914,42.7833251953125,140.36524463378908,422.6538711870671,536.964023937704,499.8849129385199,70.85375290172814,57.75083827701831,11.361170328177776,491.5150773283676,7.709550857543945,0,0,100.0,25.314805772569443,40.63641332534667,65.66999511718751,100.0,81.68507999844022,55.631214488636374,47.02138527658093,50.96112273068717,-0.9380518504326046,474676.4463196919,118503.057350101,Likely ridge-soarable,Likely ridge-soarable
68,Ideal,True,67.33790323271339,Henwood Down,SU 6751 2050,SSE,159.5379638671875,8.813348646911168,10.33158016204834,38.40914916992188,126.01427296264649,610.2832320887246,443.36995329055935,406.8325399355381,57.57906587970387,44.04148613148647,33.43828104622222,1572.3381530164916,5.937643051147461,0,0,100.0,20.454610188802093,50.036311806246744,63.045489501953135,88.83030369579244,81.53458330366345,62.79629794034092,42.62275822400917,50.979964919849245,-1.039633737783435,467515.2732778671,120500.59825582433,Likely ridge-soarable,Likely ridge-soarable
69,Ideal,True,67.00510919620444,Unnamed face near SU 953 123,SU 9541 1346,SW,222.4400177001953,22.204248654664884,11.511333465576172,41.59986114501953,136.48248843902587,680.9786531708669,751.9413590200711,728.8234905124991,71.42469961152769,57.7197578823742,10.935286547555554,279.0235224170028,4.115866184234619,0,0,100.0,23.999845716688366,68.19761013077836,36.463837089845526,100.0,90.12626250584918,22.83633145419034,51.02944864626302,50.912800406549614,-0.6441163095097027,495417.404081651,113467.90857616677,Likely ridge-soarable,Likely ridge-soarable
70,Ideal,True,66.3591933289872,Unnamed face near TQ 045 471,TQ 0408 4818,SSW,204.22622680664065,24.734691832668272,11.30080223083496,38.08973693847656,124.96633253723144,758.4294817289338,835.422466053511,773.0252639094833,71.53180773020914,60.44016204970984,7.371311751822222,253.5865494137397,10.23972511291504,0,0,100.0,20.099707709418404,78.90031616070654,30.118267065375893,100.0,71.84551344977483,55.952314897017,49.16691266492894,51.22337487546668,-0.5109399907034805,504081.29359333945,148184.35141369308,Likely ridge-soarable,Likely ridge-soarable
71,Ideal,True,64.90853775015076,Unnamed face near SU 614 806,SU 6177 7947,SSW,199.51983642578125,28.009782116200043,12.55153751373291,46.50390625,152.57187578125,533.1992333299713,686.4880212540156,599.3680601242231,64.99518184089368,49.27013812056105,5.954367594488889,296.58505852060625,6.533323764801025,0,0,100.0,29.44878472222222,59.80615657102765,42.33318683676771,99.99333658846999,60.613105826907685,64.50938831676136,46.9074175441758,51.510798722522885,-1.1112602069823938,461773.1718294229,179470.99201132267,Likely ridge-soarable,Likely ridge-soarable
72,Ideal,True,64.5898426323714,Unnamed face near SU 738 290,SU 7360 2786,SE,135.7713623046875,6.041330938105485,13.441389083862305,49.23323059082031,161.5263522515869,473.6427459466504,528.9299543517991,509.0118897113134,86.1794500723589,76.88856729377713,8.061371561777777,276.5675021521747,5.93773078918457,0,0,100.0,32.48136732313368,39.606404404076805,40.63452204652131,100.0,88.57549137539334,19.584295099431813,56.894693476014034,51.04546817762966,-0.9514262180009492,473603.8066331236,127869.1103122121,Likely ridge-soarable,Likely ridge-soarable
73,Ideal,True,62.796653222999964,Unnamed face near SU 998 088,TQ 0088 0888,SE,137.63250732421875,26.6295497976906,10.429365158081056,37.20885848999024,122.07631128829956,482.3363040255499,459.7252309995238,429.024861897924,58.40034965034965,46.1013986013986,14.065372228444444,791.6803187090263,6.744718551635742,0,0,100.0,19.120953877766937,33.63285949045511,62.32531509399415,90.87282398452611,84.12021001180013,22.96819513494318,37.741415945755,50.87066839306157,-0.5676508437034048,500883.7209040955,108884.4381747556,Likely ridge-soarable,Likely ridge-soarable
74,Ideal,True,61.72998789363915,Unnamed face near TQ 097 502,TQ 0927 4910,SW,218.48963928222656,27.967452764194164,17.02004051208496,56.72431945800781,186.10341625061037,306.47222911193967,839.9875057506142,800.6317654470913,78.96707553260168,65.06132989025177,1.2376246707555554,103.158122408262,4.00468111038208,0,0,100.0,40.804799397786454,79.48557766033517,19.034591674804688,100.0,68.79489501317342,30.018837668678977,45.621585825327685,51.23069026212437,-0.4363773721855776,509270.60722918896,149105.97840211255,Likely ridge-soarable,Likely ridge-soarable
75,Ideal,True,61.31049212992317,Unnamed face near SU 907 248,SU 9167 2429,SSE,155.49224853515625,16.835560009185524,10.65099811553955,35.29539489746094,115.79854339538574,497.8844679557951,542.7515908161295,419.2306054969085,39.82270545597022,28.97443432265648,8.496861743466667,512.8784798735142,5.837360858917236,0,0,100.0,16.994883219401043,41.378409078990956,61.17723693847657,50.02101844875118,88.96581888198851,55.44045188210227,34.144128344275735,51.01074590024759,-0.6945678412301164,491677.9593901538,124295.55099554129,Likely ridge-soarable,Likely ridge-soarable
76,Ideal,True,60.351862883930515,Unnamed face near TQ 077 094,TQ 0680 0965,SE,135.0,29.39972538777537,9.864304542541504,35.470726013183594,116.37377673309328,551.7271276462707,526.2627986779553,480.9928805120872,49.50489178772606,31.58019567150904,11.774245574044444,483.8222503974685,5.321897506713867,0,0,96.6076135635376,17.189695570203995,42.529118929009066,61.28243560791016,65.8761855256547,86.16749564806621,18.181818181818176,35.333872573830256,50.87649312495603,-0.4832449703500913,506809.3711684864,109650.69746559249,Likely ridge-soarable,Likely ridge-soarable
77,Ideal,True,58.91410569703366,Unnamed face near SU 761 315,SU 7495 3176,SE,143.68121337890625,5.4669127397383805,13.976234436035156,46.66776657104492,153.10947527694702,331.25600293499883,486.83894571563,473.2812255909084,87.20591094691814,77.83394905697064,3.829751891911111,274.148967818619,9.082260131835938,0,0,100.0,29.63085174560547,34.2101212455936,38.69215457906345,100.0,76.34676615397136,33.96584250710227,43.59832938753878,51.08030024776481,-0.9313959288042266,474951.75584962335,131762.75395081964,Likely ridge-soarable,Likely ridge-soarable
78,Ideal,True,58.66800411391664,Unnamed face near SU 983 128,SU 9866 1378,SE,137.0028076171875,23.75167721514663,11.639368057250977,42.949851989746094,140.91159240203856,621.6076266426826,586.6871110695647,532.4675139131141,74.26564495530013,61.004682843763305,6.634821003377777,249.383926348004,6.07114839553833,0,0,100.0,25.499835544162323,51.488157261882385,32.33389891851499,100.0,53.056645128462044,21.823286576704547,36.96038736562813,50.91507995917429,-0.5978593029362766,498664.4080347201,113782.1400400411,Likely ridge-soarable,Likely ridge-soarable
79,Ideal,True,58.23688594621787,Unnamed face near TQ 080 121,TQ 0858 1264,SE,135.24832153320312,29.434979377298344,11.742582321166992,43.02133560180664,141.1461186958313,557.8588848964428,532.382531810319,487.1866114810691,76.7014694508894,63.59242072699149,7.384120286577777,244.8408024754608,5.604497909545898,0,0,100.0,25.579261779785156,43.315241653390096,31.61960177366079,100.0,54.87139701843261,18.63331187855114,43.617579008750276,50.903046277369285,-0.4570929902400027,508587.5347851104,112641.4342342245,Likely ridge-soarable,Likely ridge-soarable
80,Ideal,True,57.730715246206344,Unnamed face near SU 698 249,SU 7000 2377,SSE,153.83648681640625,7.079824819457867,13.119088172912598,47.49732208251953,155.83111418121337,524.7852686637198,540.4133827458136,518.9279609004152,76.82235684971663,67.55911666992378,5.899931321777777,192.240133196392,8.755138397216797,0,0,100.0,30.55258009168837,41.078638813565846,25.53841544891039,100.0,45.09829733106825,52.42997602982955,50.47981228712758,51.00907754244545,-1.003503454214462,470007.8636950036,123771.66705060154,Likely ridge-soarable,Likely ridge-soarable
81,Ideal,True,53.55532718646738,Unnamed face near SU 725 305,SU 7363 2996,SE,136.76437377929688,5.232559942041374,14.586050033569336,54.53585052490234,178.9233998361206,413.7165717956959,385.43628607242135,362.812057493953,79.99470759460175,68.61603598835671,4.076316185955555,183.52651337670977,8.345075607299805,0,0,100.0,38.37316724989149,24.83545792252512,28.309262544393032,100.0,44.213594860500756,21.3897705078125,42.788546265025154,51.06430310811456,-0.9505481899774344,473635.5237623456,129964.50977898506,Marginal — inspect carefully,Marginal terrain candidate
82,Strong near-match,False,76.27768431356341,Unnamed face near SU 996 383,SU 9936 3853,S,179.0447998046875,20.473924512025597,10.569032669067385,34.43464660644531,112.97456597229004,1720.8027011282977,1795.0164511523908,1766.2772603117628,59.66445619289185,46.23659199951105,62.94914512302221,929.9769050198228,5.974827289581299,0,0,100.0,16.038496229383682,100.0,60.66078796386719,92.6210564369781,88.43122720718384,98.2632723721591,35.08799403103244,51.13749210224229,-0.5811353385434299,499363.8665839927,138536.93590657518,Likely ridge-soarable,Likely ridge-soarable
83,Strong near-match,False,76.22530322427214,Unnamed face near SU 587 798,SU 5892 7982,S,169.771240234375,28.472575649683744,10.32944679260254,34.71746063232422,113.9024335409546,1821.9323759758263,1889.3183158073225,1537.645243169973,60.78853601859024,45.69016266460108,70.55901583466667,1340.3046631377947,4.774447917938232,0,0,100.0,16.352734035915798,100.0,60.83047637939454,94.17563491932694,92.60496894518535,81.4022549715909,37.99297053889616,51.51428569890637,-1.1522235465730024,458925.9655616296,179825.082371677,Likely ridge-soarable,Likely ridge-soarable
84,Strong near-match,False,75.05640970422584,Unnamed face near SU 316 563,SU 3163 5648,S,169.43658447265625,25.63529385295497,10.14384651184082,34.243743896484375,112.3482447253418,2247.029882343253,2227.893927226658,2132.0223405394354,58.65620678951378,44.67787905296724,78.3273921639111,1278.347128217225,6.144477844238281,0,0,100.0,15.82638210720486,100.0,60.54624633789063,90.92195996027127,87.77147505018445,80.7937899502841,33.829648778034844,51.30657112917816,-1.5476074557744883,431631.9552793426,156480.70652774113,Likely ridge-soarable,Likely ridge-soarable
85,Strong near-match,False,74.97816945980269,Unnamed face near SU 675 772,SU 6717 7790,SSW,203.65850830078125,26.876183767020507,10.415987968444824,34.05335998535156,111.72362557434082,1304.5515534887672,1338.2706962999073,1254.6731920809252,60.39813833463896,43.35284088290862,19.340887480888888,664.5191852030111,4.888437271118164,0,0,100.0,15.614844428168404,100.0,60.43201599121094,92.07759973961551,89.08134831322563,56.984530362215914,52.12038147001722,51.49612470307296,-1.0337070922162863,467176.6101044383,177907.22815336726,Likely ridge-soarable,Likely ridge-soarable
86,Strong near-match,False,74.87292762112956,Unnamed face near SU 983 385,SU 9846 3857,S,186.74513244628903,19.922580089882548,10.295552253723145,33.28275680541992,109.1953998374939,2599.6540545646567,2795.003982463444,2793.594076544745,57.94334975369458,43.81796635375035,70.70631398435555,851.9676518909109,5.881463527679443,0,0,100.0,14.758618672688803,100.0,59.96965408325195,89.12266291521264,88.79430850346883,87.73612282492903,29.703668492476915,51.1379570779085,-0.5939559799515869,498465.9521022746,138571.42546119564,Likely ridge-soarable,Likely ridge-soarable
87,Strong near-match,False,73.86584933295276,Unnamed face near SU 956 447,SU 9561 4486,S,175.7891845703125,19.08477898548857,10.022433280944824,31.68666076660156,103.95886410949709,1036.4375339076505,971.4138019671082,908.9115820056176,55.9521399815577,43.09650720824056,10.571844373866666,775.8070266322175,8.408769607543945,0,0,100.0,12.985178629557288,100.0,59.01199645996093,85.68640081265208,78.96589597066243,92.34397194602273,39.6768958778486,51.19501506396215,-0.6330699714713391,495611.6589710093,144864.912797256,Likely ridge-soarable,Likely ridge-soarable
