source,name,status,category,easting,northing,latitude,longitude,grid_ref,distance_miles,aspect_deg,aspect_text,representative_slope_deg,median_local_slope_deg,max_robust_slope_deg,mean_upper_slope_deg,vertical_relief_m,vertical_relief_ft,horizontal_run_m,face_width_m,ridge_length_m,downslope_span_m,connected_area_ha,lip_sharpness_deg,roughness_m,gaps_count,largest_gap_m,percent_face_at_benchmark,percent_face_8deg,percent_face_9_5deg,ridge_8deg_m,ridge_9_5deg_m,whitewool_slope_percent,whitewool_relief_percent,pass_terrain,terrain_score,overall_score,landcover_observation,launch_observation,landing_observation,obstacle_observation,airspace_observation,protected_observation,existing_site_conflict,confidence,reason,polygon_wkt,profile_file
Coarse-screen discovery,Unnamed face near SU 665 063,Likely ridge-soarable,Likely ridge-soarable,466415.8809756719,106350.63811759315,50.85286820121118,-1.0578638646927385,SU 6641 0635,17.589630180033055,182.2344970703125,S,9.654341697692871,10.18112564086914,19.18321418762207,11.06489372253418,31.990890502929688,104.95699319763183,200.0,2599.727049859939,2599.727049859939,343.14456759723544,50.87389898222222,0.49216461181640625,4.800144195556641,0,0,51.887231685584474,51.887231685584474,32.34543323646989,2797.3594103615033,1501.8552160495892,71.78693995780989,62.65873478402506,True,100.0,100.0,Not automatically checked; inspect aerial imagery and site conditions manually.,"Terrain geometry appears potentially suitable; surface, fences, rotor, access and ownership require field inspection.",Terrain analysis only; actual emergency landing suitability requires aerial imagery and a site visit.,"Not automatically checked; inspect buildings, power lines, roads, railways, trees and fences manually.","Not automatically checked; manually review current aviation charts, NOTAMs, aerodromes and local procedures.",Not automatically checked; confirm protected-land constraints using official records.,Not automatically checked.,Medium,Sustained 120–200 m slope 9.7°; relief 32 m; qualifying ridge at ≥8° 2797 m; 52% of the broader face reaches 8° and 32% reaches 9.5°. Category: Likely ridge-soarable.,"POLYGON ((466031.34133333334 106133.43733333334, 466063.352 106153.444, 466059.3506666667 106165.448, 466087.36 106177.452, 466087.36 106201.46, 466051.348 106217.46533333333, 465759.25066666666 106241.47333333333, 465743.2453333333 106229.46933333333, 465687.2266666667 106229.46933333333, 465703.232 106209.46266666667, 465671.22133333335 106201.46, 465631.208 106253.47733333333, 465611.20133333333 106257.47866666666, 465627.20666666667 106237.472, 465627.20666666667 106217.46533333333, 465611.20133333333 106217.46533333333, 465591.1946666667 106225.468, 465587.19333333336 106241.47333333333, 465575.18933333334 106237.472, 465575.18933333334 106253.47733333333, 465555.1826666667 106261.48, 465551.1813333333 106277.48533333333, 465503.1653333333 106277.48533333333, 465495.16266666667 106293.49066666666, 465475.156 106293.49066666666, 465483.15866666666 106277.48533333333, 465467.1533333333 106269.48266666666, 465451.148 106281.48666666666, 465247.08 106309.496, 465107.0333333333 106301.49333333333, 465111.03466666664 106445.54133333333, 465139.044 106613.59733333334, 465287.0933333333 106585.588, 465523.172 106569.58266666667, 465531.17466666666 106521.56666666667, 465575.18933333334 106565.58133333334, 465603.1986666667 106573.584, 465743.2453333333 106565.58133333334, 465795.26266666665 106541.57333333333, 465835.276 106481.55333333333, 465851.28133333335 106513.564, 466287.4266666667 106469.54933333333, 466351.448 106493.55733333333, 466423.472 106493.55733333333, 466483.492 106461.54666666666, 466571.52133333334 106481.55333333333, 466647.5466666667 106481.55333333333, 466683.5586666667 106469.54933333333, 466707.56666666665 106437.53866666666, 466675.556 106417.532, 466671.55466666666 106401.52666666667, 466691.5613333333 106389.52266666667, 466715.56933333335 106393.524, 466719.57066666667 106381.52, 466751.58133333334 106385.52133333334, 466775.5893333333 106425.53466666667, 466807.6 106445.54133333333, 466911.6346666667 106433.53733333333, 467079.69066666666 106437.53866666666, 467435.80933333334 106473.55066666666, 467619.87066666665 106481.55333333333, 467635.876 106473.55066666666, 467667.88666666666 106493.55733333333, 467699.8973333333 106493.55733333333, 467695.896 106437.53866666666, 467711.90133333334 106409.52933333334, 467751.91466666665 106509.56266666666, 467811.93466666667 106525.568, 467859.9506666667 106525.568, 467895.96266666666 106509.56266666666, 467907.9666666667 106253.47733333333, 467883.95866666664 106057.412, 467847.94666666666 106089.42266666667, 467767.92 106089.42266666667, 467735.9093333333 106077.41866666666, 467723.90533333336 106093.424, 467679.8906666667 106081.42, 467627.87333333335 106089.42266666667, 467619.87066666665 106077.41866666666, 467479.824 106085.42133333333, 467411.8013333333 106065.41466666666, 467351.78133333335 106105.428, 467343.77866666665 106073.41733333333, 467275.756 106085.42133333333, 467263.752 106069.416, 467203.732 106061.41333333333, 467183.7253333333 106081.42, 467135.70933333336 106081.42, 467095.696 106053.41066666666, 467071.688 106077.41866666666, 467051.6813333333 106061.41333333333, 466975.656 106053.41066666666, 466895.62933333335 106057.412, 466879.624 106073.41733333333, 466727.5733333333 106081.42, 466719.57066666667 106093.424, 466587.5266666667 106085.42133333333, 466519.504 106053.41066666666, 466491.49466666667 106077.41866666666, 466383.45866666664 106097.42533333333, 466371.4546666667 106117.432, 466271.42133333336 106133.43733333334, 466243.412 106121.43333333333, 466243.412 106153.444, 466163.38533333334 106161.44666666667, 465963.3186666667 106009.396, 465915.3026666667 105933.37066666667, 465883.292 105905.36133333333, 465827.2733333333 105933.37066666667, 465791.2613333333 106005.39466666666, 465811.268 106001.39333333334, 465819.2706666667 106013.39733333333, 465847.28 106005.39466666666, 465847.28 106017.39866666666, 465859.284 106005.39466666666, 465871.288 106025.40133333333, 465907.3 106029.40266666666, 465911.3013333333 106041.40666666666, 465919.304 106033.404, 465943.312 106057.412, 465951.3146666667 106049.40933333333, 465967.32 106069.416, 465967.32 106077.41866666666, 465955.316 106069.416, 465959.3173333333 106085.42133333333, 465987.32666666666 106121.43333333333, 466003.332 106133.43733333334, 466019.33733333333 106129.436, 466035.34266666666 106149.44266666667, 466043.34533333336 106145.44133333334, 466031.34133333334 106133.43733333334), (466003.332 106041.40666666666, 465999.3306666667 106045.408, 465999.3306666667 106041.40666666666, 466003.332 106041.40666666666), (466003.332 106045.408, 466007.3333333333 106049.40933333333, 466003.332 106049.40933333333, 466003.332 106045.408), (466007.3333333333 106049.40933333333, 466011.3346666667 106053.41066666666, 466007.3333333333 106053.41066666666, 466007.3333333333 106049.40933333333), (465947.31333333335 106049.40933333333, 465943.312 106041.40666666666, 465947.31333333335 106041.40666666666, 465947.31333333335 106049.40933333333), (465967.32 106085.42133333333, 465975.32266666665 106081.42, 465975.32266666665 106089.42266666667, 465967.32 106085.42133333333), (465975.32266666665 106089.42266666667, 465979.324 106093.424, 465975.32266666665 106093.424, 465975.32266666665 106089.42266666667), (465979.324 106093.424, 465983.32533333334 106097.42533333333, 465979.324 106097.42533333333, 465979.324 106093.424), (466011.3346666667 106129.436, 466007.3333333333 106125.43466666667, 466011.3346666667 106125.43466666667, 466011.3346666667 106129.436), (466007.3333333333 106125.43466666667, 466003.332 106121.43333333333, 466007.3333333333 106121.43333333333, 466007.3333333333 106125.43466666667), (466003.332 106121.43333333333, 465999.3306666667 106117.432, 466003.332 106117.432, 466003.332 106121.43333333333), (465999.3306666667 106117.432, 465995.32933333336 106113.43066666667, 465999.3306666667 106113.43066666667, 465999.3306666667 106117.432), (465995.32933333336 106113.43066666667, 465991.328 106109.42933333333, 465995.32933333336 106109.42933333333, 465995.32933333336 106113.43066666667), (466031.34133333334 106133.43733333334, 466027.34 106129.436, 466031.34133333334 106129.436, 466031.34133333334 106133.43733333334), (466027.34 106129.436, 466023.33866666665 106125.43466666667, 466027.34 106125.43466666667, 466027.34 106129.436), (466023.33866666665 106125.43466666667, 466019.33733333333 106121.43333333333, 466023.33866666665 106121.43333333333, 466023.33866666665 106125.43466666667), (466019.33733333333 106121.43333333333, 466015.336 106117.432, 466019.33733333333 106117.432, 466019.33733333333 106121.43333333333), (466379.4573333333 106357.512, 466367.4533333333 106297.492, 466395.46266666666 106293.49066666666, 466419.4706666667 106341.50666666667, 466379.4573333333 106357.512), (466591.528 106341.50666666667, 466615.536 106345.508, 466615.536 106353.51066666667, 466595.5293333333 106349.50933333334, 466591.528 106341.50666666667), (466079.35733333335 106169.44933333334, 466083.35866666667 106165.448, 466083.35866666667 106169.44933333334, 466079.35733333335 106169.44933333334), (467043.6786666667 106165.448, 467059.684 106153.444, 467055.6826666667 106169.44933333334, 467043.6786666667 106165.448), (466067.35333333333 106161.44666666667, 466071.35466666665 106157.44533333334, 466071.35466666665 106161.44666666667, 466067.35333333333 106161.44666666667), (466071.35466666665 106149.44266666667, 466075.356 106153.444, 466071.35466666665 106153.444, 466071.35466666665 106149.44266666667), (466071.35466666665 106149.44266666667, 466063.352 106145.44133333334, 466071.35466666665 106145.44133333334, 466071.35466666665 106149.44266666667), (466063.352 106145.44133333334, 466059.3506666667 106141.44, 466063.352 106141.44, 466063.352 106145.44133333334), (466059.3506666667 106141.44, 466055.3493333333 106137.43866666667, 466059.3506666667 106137.43866666667, 466059.3506666667 106141.44), (466055.3493333333 106137.43866666667, 466051.348 106133.43733333334, 466055.3493333333 106133.43733333334, 466055.3493333333 106137.43866666667), (466083.35866666667 106145.44133333334, 466087.36 106149.44266666667, 466083.35866666667 106149.44266666667, 466083.35866666667 106145.44133333334), (466083.35866666667 106145.44133333334, 466079.35733333335 106141.44, 466083.35866666667 106141.44, 466083.35866666667 106145.44133333334), (466119.37066666665 106145.44133333334, 466123.372 106141.44, 466123.372 106145.44133333334, 466119.37066666665 106145.44133333334), (466071.35466666665 106137.43866666667, 466075.356 106141.44, 466071.35466666665 106141.44, 466071.35466666665 106137.43866666667), (466071.35466666665 106137.43866666667, 466067.35333333333 106133.43733333334, 466071.35466666665 106133.43733333334, 466071.35466666665 106137.43866666667), (466067.35333333333 106133.43733333334, 466063.352 106129.436, 466067.35333333333 106129.436, 466067.35333333333 106133.43733333334), (466087.36 106137.43866666667, 466091.3613333333 106133.43733333334, 466091.3613333333 106137.43866666667, 466087.36 106137.43866666667), (466095.3626666667 106125.43466666667, 466099.364 106129.436, 466095.3626666667 106129.436, 466095.3626666667 106125.43466666667), (466095.3626666667 106125.43466666667, 466091.3613333333 106121.43333333333, 466095.3626666667 106121.43333333333, 466095.3626666667 106125.43466666667), (466031.34133333334 106121.43333333333, 466035.34266666666 106117.432, 466035.34266666666 106121.43333333333, 466031.34133333334 106121.43333333333), (466075.356 106109.42933333333, 466079.35733333335 106113.43066666667, 466075.356 106113.43066666667, 466075.356 106109.42933333333), (466075.356 106109.42933333333, 466071.35466666665 106105.428, 466075.356 106105.428, 466075.356 106109.42933333333), (466071.35466666665 106105.428, 466067.35333333333 106101.42666666667, 466071.35466666665 106101.42666666667, 466071.35466666665 106105.428), (466067.35333333333 106101.42666666667, 466063.352 106097.42533333333, 466067.35333333333 106097.42533333333, 466067.35333333333 106101.42666666667), (466063.352 106097.42533333333, 466059.3506666667 106093.424, 466063.352 106093.424, 466063.352 106097.42533333333), (467035.676 106069.416, 467027.67333333334 106089.42266666667, 467031.67466666666 106069.416, 467035.676 106069.416), (467043.6786666667 106089.42266666667, 467047.68 106077.41866666666, 467047.68 106089.42266666667, 467043.6786666667 106089.42266666667), (465979.324 106073.41733333333, 465983.32533333334 106077.41866666666, 465979.324 106077.41866666666, 465979.324 106073.41733333333), (465979.324 106073.41733333333, 465975.32266666665 106069.416, 465979.324 106069.416, 465979.324 106073.41733333333), (465975.32266666665 106069.416, 465971.3213333333 106061.41333333333, 465975.32266666665 106061.41333333333, 465975.32266666665 106069.416), (465971.3213333333 106061.41333333333, 465967.32 106057.412, 465971.3213333333 106057.412, 465971.3213333333 106061.41333333333), (465967.32 106057.412, 465963.3186666667 106049.40933333333, 465967.32 106049.40933333333, 465967.32 106057.412), (465963.3186666667 106049.40933333333, 465959.3173333333 106045.408, 465963.3186666667 106045.408, 465963.3186666667 106049.40933333333), (466015.336 106061.41333333333, 466019.33733333333 106065.41466666666, 466015.336 106065.41466666666, 466015.336 106061.41333333333), (466015.336 106061.41333333333, 466011.3346666667 106057.412, 466015.336 106057.412, 466015.336 106061.41333333333), (465979.324 106057.412, 465983.32533333334 106053.41066666666, 465983.32533333334 106057.412, 465979.324 106057.412), (465991.328 106053.41066666666, 465995.32933333336 106049.40933333333, 465995.32933333336 106053.41066666666, 465991.328 106053.41066666666), (465971.3213333333 106045.408, 465975.32266666665 106041.40666666666, 465975.32266666665 106045.408, 465971.3213333333 106045.408), (465955.316 106041.40666666666, 465959.3173333333 106037.40533333333, 465959.3173333333 106041.40666666666, 465955.316 106041.40666666666), (465983.32533333334 106041.40666666666, 465987.32666666666 106037.40533333333, 465987.32666666666 106041.40666666666, 465983.32533333334 106041.40666666666), (465967.32 106037.40533333333, 465971.3213333333 106033.404, 465971.3213333333 106037.40533333333, 465967.32 106037.40533333333))",profiles/unnamed_face_near_su_665_063_profile.png
Coarse-screen discovery,Unnamed face near TQ 065 487,Likely ridge-soarable,Likely ridge-soarable,506180.48744284717,149010.1832193895,51.230411868099125,-0.4806463838399408,TQ 0618 4901,26.13585488468422,186.86326599121094,S,10.325202941894531,10.406524658203125,18.749155044555664,11.840503692626953,35.61100387573242,116.83400595565796,200.0,1952.2334090479417,1952.2334090479417,739.7205436011718,68.58009721493333,0.0949258804321289,3.718670606613159,0,0,65.96585323955222,65.96585323955222,49.93080938701889,2071.413220508897,2036.9824193060049,76.77527343154999,69.74924461818475,True,100.0,100.0,Not automatically checked; inspect aerial imagery and site conditions manually.,"Terrain geometry appears potentially suitable; surface, fences, rotor, access and ownership require field inspection.",Terrain analysis only; actual emergency landing suitability requires aerial imagery and a site visit.,"Not automatically checked; inspect buildings, power lines, roads, railways, trees and fences manually.","Not automatically checked; manually review current aviation charts, NOTAMs, aerodromes and local procedures.",Not automatically checked; confirm protected-land constraints using official records.,Not automatically checked.,Medium,Sustained 120–200 m slope 10.3°; relief 36 m; qualifying ridge at ≥8° 2071 m; 66% of the broader face reaches 8° and 50% reaches 9.5°. Category: Likely ridge-soarable.,"POLYGON ((505685.2266666667 148666.472, 505657.21733333333 148686.47866666666, 505613.20266666665 148678.476, 505525.17333333334 148722.49066666668, 505485.16 148758.50266666667, 505429.14133333333 148770.50666666665, 505393.12933333335 148770.50666666665, 505353.116 148750.5, 505293.096 148770.50666666665, 505225.0733333333 148734.49466666667, 505153.0493333333 148714.488, 505105.0333333333 148734.49466666667, 505125.04 148994.58133333334, 505157.05066666665 149134.628, 505217.07066666667 149302.684, 505333.1093333333 149286.67866666667, 505589.1946666667 149290.68, 505685.2266666667 149278.676, 505789.2613333333 149286.67866666667, 505925.30666666664 149258.66933333332, 506097.364 149262.67066666667, 506161.38533333334 149242.664, 506201.39866666665 149210.65333333332, 506261.41866666666 149186.64533333332, 506405.4666666667 149170.64, 506493.496 149138.62933333335, 506513.50266666664 149142.63066666666, 506541.512 149182.644, 506589.528 149218.656, 506705.56666666665 149270.67333333334, 506837.61066666665 149302.684, 507021.672 149302.684, 507189.728 149262.67066666667, 507289.7613333333 149190.64666666667, 507185.7266666667 149118.62266666666, 507089.6946666667 149114.62133333334, 506949.648 149058.60266666667, 506869.6213333333 148998.58266666665, 506861.6186666667 148970.57333333333, 506949.648 148962.57066666667, 506989.66133333335 148942.564, 507057.684 148950.56666666668, 507093.696 148926.55866666668, 507181.7253333333 148898.54933333333, 507377.79066666664 148902.55066666668, 507461.8186666667 148878.54266666668, 507649.8813333333 148894.548, 507901.96533333336 148878.54266666668, 507905.9666666667 148674.47466666668, 507889.96133333334 148526.42533333335, 507849.948 148350.36666666667, 507797.93066666665 148210.32, 507749.91466666665 148230.32666666666, 507729.908 148258.336, 507733.9093333333 148318.356, 507765.92 148366.372, 507761.91866666666 148386.37866666666, 507745.91333333333 148370.37333333332, 507729.908 148374.37466666667, 507729.908 148390.38, 507745.91333333333 148394.38133333332, 507737.9106666667 148410.38666666666, 507677.8906666667 148382.37733333334, 507625.87333333335 148402.384, 507577.85733333335 148390.38, 507529.84133333334 148342.364, 507517.83733333333 148302.35066666667, 507461.8186666667 148266.33866666668, 507421.8053333333 148270.34, 507405.8 148298.34933333335, 507353.78266666667 148310.35333333333, 507237.744 148302.35066666667, 507237.744 148286.34533333333, 507225.74 148270.34, 507217.73733333335 148278.34266666666, 507213.736 148262.33733333333, 507205.73333333334 148270.34, 507169.72133333335 148258.336, 507153.716 148310.35333333333, 507129.708 148322.35733333335, 507141.712 148346.36533333332, 507129.708 148386.37866666666, 507057.684 148366.372, 506869.6213333333 148434.39466666666, 506857.61733333336 148426.392, 506793.596 148434.39466666666, 506765.58666666667 148466.40533333333, 506749.58133333334 148522.424, 506769.588 148706.48533333334, 506757.584 148814.52133333334, 506785.5933333333 148906.552, 506849.61466666666 148970.57333333333, 506849.61466666666 148986.57866666667, 506837.61066666665 148990.58, 506753.58266666665 148950.56666666668, 506701.56533333333 148870.54, 506685.56 148782.51066666667, 506677.55733333336 148542.43066666665, 506661.552 148518.42266666668, 506621.53866666666 148498.416, 506517.504 148506.41866666666, 506429.47466666665 148482.41066666666, 506361.452 148494.41466666668, 506329.4413333333 148534.428, 506309.43466666667 148610.45333333334, 506245.41333333333 148646.46533333333, 506157.384 148642.464, 506133.376 148610.45333333334, 506105.36666666664 148614.45466666666, 506085.36 148662.47066666666, 506053.3493333333 148662.47066666666, 506029.34133333334 148678.476, 506029.34133333334 148738.496, 505981.32533333334 148770.50666666665, 505925.30666666664 148742.49733333333, 505837.27733333333 148742.49733333333, 505785.26 148774.508, 505745.24666666664 148742.49733333333, 505661.21866666665 148742.49733333333, 505645.2133333333 148754.50133333332, 505657.21733333333 148722.49066666668, 505701.232 148686.47866666666, 505701.232 148670.47333333333, 505685.2266666667 148666.472), (507137.7106666667 148338.36266666665, 507141.712 148334.36133333333, 507141.712 148338.36266666665, 507137.7106666667 148338.36266666665), (506033.34266666666 148694.48133333333, 506037.344 148698.48266666668, 506033.34266666666 148698.48266666668, 506033.34266666666 148694.48133333333), (505689.228 148674.47466666668, 505685.2266666667 148678.476, 505685.2266666667 148674.47466666668, 505689.228 148674.47466666668), (505305.1 148898.54933333333, 505301.09866666666 148882.544, 505329.108 148854.53466666667, 505321.1053333333 148902.55066666668, 505305.1 148898.54933333333), (505641.212 148734.49466666667, 505645.2133333333 148730.49333333335, 505645.2133333333 148734.49466666667, 505641.212 148734.49466666667), (505645.2133333333 148730.49333333335, 505649.21466666664 148726.492, 505649.21466666664 148730.49333333335, 505645.2133333333 148730.49333333335), (505649.21466666664 148726.492, 505653.216 148718.48933333333, 505653.216 148726.492, 505649.21466666664 148726.492), (505693.2293333333 148682.47733333334, 505689.228 148686.47866666666, 505689.228 148682.47733333334, 505693.2293333333 148682.47733333334), (505681.2253333333 148678.476, 505677.224 148682.47733333334, 505677.224 148678.476, 505681.2253333333 148678.476), (506349.448 148530.42666666667, 506345.44666666666 148534.428, 506345.44666666666 148530.42666666667, 506349.448 148530.42666666667))",profiles/unnamed_face_near_tq_065_487_profile.png
