profile,distance_m,elevation_m
1,0.0,132.99639892578125
1,4.0,132.4791259765625
1,8.0,131.95794677734375
1,12.0,131.43453979492188
1,16.0,130.9134979248047
1,20.0,130.39608764648438
1,24.0,129.88267517089844
1,28.0,129.37469482421875
1,32.0,128.8694610595703
1,36.0,128.3682403564453
1,40.0,127.86982727050781
1,44.0,127.37105560302734
1,48.0,126.86946868896484
1,52.0,126.35771179199219
1,56.0,125.83476257324219
1,60.0,125.30149841308594
1,64.0,124.76165771484375
1,68.0,124.2199935913086
1,72.0,123.68577575683594
1,76.0,123.16667938232422
1,80.0,122.66497039794922
1,84.0,122.18840026855469
1,88.0,121.73249053955078
1,92.0,121.28787231445312
1,96.0,120.84693145751953
1,100.0,120.39695739746094
1,104.0,119.93636322021484
1,108.0,119.4692611694336
1,112.0,119.00438690185547
1,116.0,118.54833984375
1,120.0,118.10919952392578
1,124.0,117.68705749511719
1,128.0,117.27897644042969
1,132.0,116.8876724243164
1,136.0,116.50940704345703
1,140.0,116.141845703125
1,144.0,115.78446197509766
1,148.0,115.4350814819336
1,152.0,115.09160614013672
1,156.0,114.75621795654297
1,160.0,114.4296646118164
1,164.0,114.11243438720703
1,168.0,113.80445861816406
1,172.0,113.50209045410156
1,176.0,113.20275115966797
1,180.0,112.9100570678711
1,184.0,112.62254333496094
1,188.0,112.33914947509766
1,192.0,112.0650405883789
1,196.0,111.79178619384766
1,200.0,111.51583862304688
1,204.0,111.2416763305664
1,208.0,110.96288299560547
1,212.0,110.67964172363281
1,216.0,110.40059661865234
1,220.0,110.12355041503906
1,224.0,109.8520278930664
1,228.0,109.59315490722656
1,232.0,109.34148406982422
1,236.0,109.09475708007812
1,240.0,108.84737396240234
1,244.0,108.59483337402344
1,248.0,108.32992553710938
1,252.0,108.04231262207031
1,256.0,107.7298355102539
1,260.0,107.38817596435547
1,264.0,107.02610778808594
1,268.0,106.66829681396484
1,272.0,106.3372802734375
1,276.0,106.07584381103516
1,280.0,105.87631225585938
1,284.0,105.72661590576172
1,288.0,105.61011505126953
1,292.0,105.51435089111328
1,296.0,105.44003295898438
1,300.0,105.40573120117188
1,304.0,105.427001953125
1,308.0,105.52946472167969
1,312.0,105.6917495727539
1,316.0,105.8926773071289
1,320.0,106.11713409423828
2,0.0,134.85462951660156
2,4.0,134.4728240966797
2,8.0,134.08375549316406
2,12.0,133.6880645751953
2,16.0,133.2820281982422
2,20.0,132.86627197265625
2,24.0,132.4410400390625
2,28.0,132.0049285888672
2,32.0,131.56080627441406
2,36.0,131.10736083984375
2,40.0,130.64398193359375
2,44.0,130.17263793945312
2,48.0,129.69284057617188
2,52.0,129.2026824951172
2,56.0,128.7035675048828
2,60.0,128.1931610107422
2,64.0,127.66810607910156
2,68.0,127.12678527832031
2,72.0,126.56967163085938
2,76.0,125.99767303466797
2,80.0,125.41519165039062
2,84.0,124.82572937011719
2,88.0,124.2340087890625
2,92.0,123.64429473876953
2,96.0,123.05880737304688
2,100.0,122.4819564819336
2,104.0,121.91292572021484
2,108.0,121.3519058227539
2,112.0,120.79842376708984
2,116.0,120.2506332397461
2,120.0,119.7073745727539
2,124.0,119.16712951660156
2,128.0,118.62740325927734
2,132.0,118.0865478515625
2,136.0,117.54173278808594
2,140.0,116.99166107177734
2,144.0,116.43653869628906
2,148.0,115.87908935546875
2,152.0,115.32330322265625
2,156.0,114.77347564697266
2,160.0,114.2317886352539
2,164.0,113.70115661621094
2,168.0,113.18180084228516
2,172.0,112.67330932617188
2,176.0,112.17617797851562
2,180.0,111.69513702392578
2,184.0,111.22663879394531
2,188.0,110.76905059814453
2,192.0,110.3241195678711
2,196.0,109.8879165649414
2,200.0,109.45989990234375
2,204.0,109.04475402832031
2,208.0,108.64116668701172
2,212.0,108.25404357910156
2,216.0,107.89017486572266
2,220.0,107.5448989868164
2,224.0,107.21652221679688
2,228.0,106.8993148803711
2,232.0,106.57344055175781
2,236.0,106.2273941040039
2,240.0,105.84950256347656
2,244.0,105.43633270263672
2,248.0,105.00403594970703
2,252.0,104.57332611083984
2,256.0,104.15936279296875
2,260.0,103.7809829711914
2,264.0,103.44282531738281
2,268.0,103.13505554199219
2,272.0,102.85713958740234
2,276.0,102.61431884765625
2,280.0,102.40045166015625
2,284.0,102.22074890136719
2,288.0,102.08106231689453
2,292.0,101.98668670654297
2,296.0,101.94569396972656
2,300.0,101.97076416015625
2,304.0,102.06612396240234
2,308.0,102.25511932373047
2,312.0,102.52485656738281
2,316.0,102.84636688232422
2,320.0,103.19796752929688
3,0.0,119.42939758300781
3,4.0,118.91513061523438
3,8.0,118.37666320800781
3,12.0,117.81861114501953
3,16.0,117.24282836914062
3,20.0,116.65311431884766
3,24.0,116.06855010986328
3,28.0,115.49374389648438
3,32.0,114.93177795410156
3,36.0,114.38849639892578
3,40.0,113.86180877685547
3,44.0,113.34832000732422
3,48.0,112.84791564941406
3,52.0,112.36942291259766
3,56.0,111.90430450439453
3,60.0,111.45215606689453
3,64.0,111.01504516601562
3,68.0,110.59524536132812
3,72.0,110.18597412109375
3,76.0,109.7846908569336
3,80.0,109.3846435546875
3,84.0,108.97540283203125
3,88.0,108.54713439941406
3,92.0,108.09846496582031
3,96.0,107.62699890136719
3,100.0,107.1353988647461
3,104.0,106.63829803466797
3,108.0,106.1429672241211
3,112.0,105.65864562988281
3,116.0,105.19164276123047
3,120.0,104.74281311035156
3,124.0,104.31168365478516
3,128.0,103.89370727539062
3,132.0,103.48849487304688
3,136.0,103.09063720703125
3,140.0,102.6961898803711
3,144.0,102.30410766601562
3,148.0,101.91134643554688
3,152.0,101.5186538696289
