profile,distance_m,elevation_m
1,0.0,68.42847442626953
1,4.0,69.73707580566406
1,8.0,71.22486114501953
1,12.0,72.74807739257812
1,16.0,74.13865661621094
1,20.0,75.24727630615234
1,24.0,75.97749328613281
1,28.0,76.30229187011719
1,32.0,76.26087188720703
1,36.0,75.93492889404297
1,40.0,75.41618347167969
1,44.0,74.7761001586914
1,48.0,74.0556869506836
1,52.0,73.27134704589844
1,56.0,72.42350769042969
1,60.0,71.50961303710938
1,64.0,70.53749084472656
1,68.0,69.53429412841797
1,72.0,68.54716491699219
1,76.0,67.63294982910156
1,80.0,66.83799743652344
1,84.0,66.1849365234375
1,88.0,65.66564178466797
1,92.0,65.25418853759766
1,96.0,64.92208862304688
1,100.0,64.64492797851562
1,104.0,64.40150451660156
1,108.0,64.17198944091797
1,112.0,63.93838882446289
1,116.0,63.68509292602539
1,120.0,63.403358459472656
1,124.0,63.08763122558594
1,128.0,62.73453903198242
1,132.0,62.34281921386719
1,136.0,61.913787841796875
1,140.0,61.45138168334961
1,144.0,60.960872650146484
1,148.0,60.44717025756836
1,152.0,59.914546966552734
1,156.0,59.36674118041992
1,160.0,58.8059196472168
1,164.0,58.2346076965332
1,168.0,57.655399322509766
1,172.0,57.0711555480957
1,176.0,56.484195709228516
1,180.0,55.89606475830078
1,184.0,55.310970306396484
1,188.0,54.7411003112793
1,192.0,54.2081184387207
1,196.0,53.72534942626953
1,200.0,53.293861389160156
1,204.0,52.899810791015625
1,208.0,52.5235595703125
1,212.0,52.14927291870117
1,216.0,51.76847457885742
1,220.0,51.37910461425781
1,224.0,50.983642578125
1,228.0,50.58807373046875
1,232.0,50.19853973388672
1,236.0,49.81953048706055
1,240.0,49.453346252441406
1,244.0,49.09942626953125
1,248.0,48.755348205566406
1,252.0,48.418548583984375
1,256.0,48.08793258666992
1,260.0,47.764503479003906
1,264.0,47.45063400268555
1,268.0,47.14845657348633
1,272.0,46.85929870605469
1,276.0,46.58234786987305
1,280.0,46.31582260131836
1,284.0,46.0594596862793
1,288.0,45.81767272949219
1,292.0,45.600955963134766
1,296.0,45.42294692993164
1,300.0,
1,304.0,
1,308.0,
1,312.0,
1,316.0,
1,320.0,
