profile,distance_m,elevation_m
1,0.0,162.23690795898438
1,4.0,161.7339324951172
1,8.0,161.23794555664062
1,12.0,160.74810791015625
1,16.0,160.25924682617188
1,20.0,159.7735595703125
1,24.0,159.28807067871094
1,28.0,158.8123321533203
1,32.0,158.34561157226562
1,36.0,157.90113830566406
1,40.0,157.47088623046875
1,44.0,157.05686950683594
1,48.0,156.63999938964844
1,52.0,156.20498657226562
1,56.0,155.73184204101562
1,60.0,155.20643615722656
1,64.0,154.6356201171875
1,68.0,154.04127502441406
1,72.0,153.4459228515625
1,76.0,152.87208557128906
1,80.0,152.3248291015625
1,84.0,151.81040954589844
1,88.0,151.31906127929688
1,92.0,150.84915161132812
1,96.0,150.38865661621094
1,100.0,149.9359130859375
1,104.0,149.48348999023438
1,108.0,149.0243377685547
1,112.0,148.54835510253906
1,116.0,148.04251098632812
1,120.0,147.4989013671875
1,124.0,146.9149932861328
1,128.0,146.3050994873047
1,132.0,145.67791748046875
1,136.0,145.05238342285156
1,140.0,144.43943786621094
1,144.0,143.8516082763672
1,148.0,143.29298400878906
1,152.0,142.75462341308594
1,156.0,142.2189483642578
1,160.0,141.6739044189453
1,164.0,141.11953735351562
1,168.0,140.56761169433594
1,172.0,140.0449981689453
1,176.0,139.58497619628906
1,180.0,139.2311553955078
1,184.0,138.97628784179688
1,188.0,138.812255859375
1,192.0,138.7253875732422
1,196.0,138.7082977294922
1,200.0,138.7556610107422
1,204.0,138.86842346191406
1,208.0,139.0499725341797
1,212.0,139.29342651367188
1,216.0,139.59017944335938
1,220.0,139.9341583251953
1,224.0,140.3191375732422
1,228.0,140.74005126953125
1,232.0,141.1920623779297
1,236.0,141.67044067382812
1,240.0,142.1678466796875
1,244.0,142.67478942871094
1,248.0,143.1834259033203
1,252.0,143.68511962890625
1,256.0,144.17149353027344
1,260.0,144.63394165039062
1,264.0,145.06492614746094
1,268.0,145.4572296142578
1,272.0,145.82371520996094
1,276.0,146.1822052001953
1,280.0,146.55941772460938
1,284.0,146.9777069091797
1,288.0,147.4548797607422
1,292.0,147.9930419921875
1,296.0,148.59054565429688
1,300.0,149.2305145263672
1,304.0,149.8985137939453
