profile,distance_m,elevation_m
1,0.0,107.53363037109375
1,4.0,106.29227447509766
1,8.0,105.02789306640625
1,12.0,103.74929809570312
1,16.0,102.46112060546875
1,20.0,101.15992736816406
1,24.0,99.82827758789062
1,28.0,98.4373779296875
1,32.0,96.93623352050781
1,36.0,95.30951690673828
1,40.0,93.5725326538086
1,44.0,91.74175262451172
1,48.0,89.85907745361328
1,52.0,87.95641326904297
1,56.0,86.08345794677734
1,60.0,84.2752914428711
1,64.0,82.54627990722656
1,68.0,80.88339233398438
1,72.0,79.2741470336914
1,76.0,77.71495819091797
1,80.0,76.20140838623047
1,84.0,74.7386474609375
1,88.0,73.33158111572266
1,92.0,71.97514343261719
1,96.0,70.64102935791016
1,100.0,69.30557250976562
1,104.0,67.95096588134766
1,108.0,66.57060241699219
1,112.0,65.16915130615234
1,116.0,63.76325607299805
1,120.0,62.38005447387695
1,124.0,61.035484313964844
1,128.0,59.74164962768555
1,132.0,58.51130676269531
1,136.0,57.35759353637695
1,140.0,56.29540252685547
1,144.0,55.34159469604492
1,148.0,54.54092025756836
1,152.0,53.862667083740234
1,156.0,53.29112243652344
1,160.0,52.81093215942383
1,164.0,52.40530014038086
1,168.0,52.062469482421875
1,172.0,51.77292251586914
1,176.0,51.541236877441406
1,180.0,51.359066009521484
1,184.0,51.22126007080078
1,188.0,51.124534606933594
1,192.0,51.06460189819336
1,196.0,51.040802001953125
1,200.0,51.05157470703125
1,204.0,51.11163330078125
1,208.0,51.23332214355469
1,212.0,51.42262268066406
1,216.0,51.68212890625
1,220.0,52.0105094909668
1,224.0,52.39954376220703
1,228.0,52.83684158325195
1,232.0,53.313236236572266
1,236.0,53.81895065307617
1,240.0,54.34871292114258
1,244.0,54.9005126953125
1,248.0,55.47664260864258
1,252.0,56.06739807128906
1,256.0,56.661231994628906
1,260.0,57.2437629699707
1,264.0,57.78495788574219
1,268.0,58.28973388671875
1,272.0,58.746150970458984
1,276.0,59.15793991088867
1,280.0,59.517940521240234
1,284.0,59.830596923828125
1,288.0,60.093177795410156
1,292.0,60.30714416503906
1,296.0,60.4730110168457
1,300.0,60.59759521484375
1,304.0,60.6868896484375
1,308.0,60.75768280029297
1,312.0,60.83070373535156
1,316.0,60.92269515991211
1,320.0,61.065616607666016
2,0.0,108.48115539550781
2,4.0,107.85399627685547
2,8.0,107.21106719970703
2,12.0,106.55384826660156
2,16.0,105.87432861328125
2,20.0,105.16688537597656
2,24.0,104.42878723144531
2,28.0,103.66372680664062
2,32.0,102.86534881591797
2,36.0,102.03646087646484
2,40.0,101.16667938232422
2,44.0,100.23983001708984
2,48.0,99.24424743652344
2,52.0,98.16271209716797
2,56.0,96.99060821533203
2,60.0,95.70491027832031
2,64.0,94.33395385742188
2,68.0,92.90827941894531
2,72.0,91.45729064941406
2,76.0,90.0054702758789
2,80.0,88.57459259033203
2,84.0,87.18155670166016
2,88.0,85.83808135986328
2,92.0,84.5521011352539
2,96.0,83.30776977539062
2,100.0,82.09719848632812
2,104.0,80.90866088867188
2,108.0,79.73536682128906
2,112.0,78.5718994140625
2,116.0,77.41683959960938
2,120.0,76.26783752441406
2,124.0,75.11970520019531
2,128.0,73.96770477294922
2,132.0,72.80284881591797
2,136.0,71.6164321899414
2,140.0,70.39789581298828
2,144.0,69.13861083984375
2,148.0,67.8287353515625
2,152.0,66.49673461914062
2,156.0,65.1635513305664
2,160.0,63.84630584716797
2,164.0,62.55916976928711
2,168.0,61.30854797363281
2,172.0,60.09425735473633
2,176.0,58.91539001464844
2,180.0,57.75836944580078
2,184.0,56.61701965332031
2,188.0,55.4862060546875
2,192.0,54.3635139465332
2,196.0,53.244850158691406
2,200.0,52.128639221191406
2,204.0,51.01322937011719
2,208.0,49.905452728271484
2,212.0,48.812286376953125
2,216.0,47.74360275268555
2,220.0,46.705421447753906
2,224.0,45.70699691772461
2,228.0,44.755393981933594
2,232.0,43.86252212524414
2,236.0,43.033973693847656
2,240.0,42.2537841796875
2,244.0,41.51738739013672
2,248.0,40.8182258605957
2,252.0,40.15059280395508
2,256.0,39.512943267822266
2,260.0,38.899566650390625
2,264.0,38.32423400878906
2,268.0,37.77288818359375
2,272.0,37.254390716552734
2,276.0,36.76215362548828
2,280.0,36.3058967590332
2,284.0,35.876502990722656
2,288.0,35.48480224609375
2,292.0,35.13047409057617
2,296.0,34.81632995605469
2,300.0,34.52983474731445
2,304.0,34.2822380065918
2,308.0,34.06170654296875
2,312.0,33.877357482910156
2,316.0,33.718666076660156
2,320.0,33.601295471191406
3,0.0,79.25238037109375
3,4.0,78.50678253173828
3,8.0,77.73956298828125
3,12.0,76.94229125976562
3,16.0,76.12340545654297
3,20.0,75.2699966430664
3,24.0,74.39360809326172
3,28.0,73.48323059082031
