source,name,status,easting,northing,latitude,longitude,grid_ref,distance_miles,aspect_deg,aspect_text,representative_slope_deg,median_local_slope_deg,max_robust_slope_deg,mean_upper_slope_deg,vertical_relief_m,vertical_relief_ft,horizontal_run_m,face_width_m,ridge_length_m,downslope_span_m,connected_area_ha,lip_sharpness_deg,roughness_m,gaps_count,largest_gap_m,percent_face_at_benchmark,whitewool_slope_percent,whitewool_relief_percent,pass_terrain,terrain_score,overall_score,landcover_observation,launch_observation,landing_observation,obstacle_observation,airspace_observation,protected_observation,existing_site_conflict,confidence,reason,polygon_wkt,profile_file
Coarse-screen discovery,Unnamed face near SU 726 254,Passed terrain threshold,472514.1913198419,125416.334412058,51.02355431759982,-0.9674568261616863,SU 7251 2541,6.802935256572139,157.90264892578125,SSE,15.960925102233887,14.444501876831055,30.74613380432129,17.161033630371094,74.14630126953125,243.2621510571289,240.0,2367.8297144794487,2367.8297144794487,685.1627544779767,47.253886846933334,-4.356678009033203,7.784450531005859,0,0,59.729604552171324,133.6046713058278,133.22787701530473,True,100.0,100.0,Not yet checked,"Upper face appears large enough geometrically; surface, fences, rotor and ownership require field inspection.",DTM shows downslope continuation; actual emergency landing suitability requires aerial imagery and a site visit.,OSM query failed: 406 Client Error: Not Acceptable for url: https://overpass-api.de/api/interpreter,"Nearest aerodromes: Lasham Gliding Centre 11.6 mi, Popham Airfield 16.5 mi. This is proximity screening only; current chart/NOTAM and local operating procedures remain mandatory.",Not yet checked,No listed recognised site within 2 miles,Low,Representative sustained slope 16.0° versus Whitewool 11.9°; relief 74 m versus 56 m; continuous ridge 2368 m versus 1196 m; 60% of the broader face reaches the benchmark threshold.,"POLYGON ((473510.7866666667 126010.684, 473478.776 125994.67866666667, 473486.77866666665 125950.664, 473478.776 125906.64933333333, 473414.7546666667 125874.63866666667, 473374.7413333333 125826.62266666666, 473330.7266666667 125806.616, 473302.71733333333 125746.596, 473278.70933333336 125742.59466666667, 473282.7106666667 125734.592, 473242.6973333333 125742.59466666667, 473178.676 125730.59066666667, 473146.6653333333 125678.57333333333, 473134.66133333335 125686.576, 473130.66 125666.56933333333, 473114.65466666664 125670.57066666667, 473106.652 125654.56533333333, 473098.6493333333 125666.56933333333, 473094.648 125654.56533333333, 473002.61733333336 125658.56666666667, 472974.608 125614.552, 472914.588 125582.54133333333, 472846.56533333333 125498.51333333334, 472838.5626666667 125430.49066666666, 472830.56 125474.50533333333, 472802.55066666665 125430.49066666666, 472758.536 125394.47866666666, 472662.504 125362.468, 472606.4853333333 125310.45066666667, 472522.4573333333 125258.43333333333, 472406.41866666666 125078.37333333334, 472370.4066666667 125082.37466666667, 472302.384 125022.35466666667, 472186.34533333336 124962.33466666666, 472134.328 124918.32, 472022.29066666664 124878.30666666667, 471894.248 124790.27733333333, 471810.22 124782.27466666666, 471762.204 124794.27866666667, 471706.1853333333 124758.26666666666, 471666.172 124754.26533333333, 471622.15733333334 124730.25733333333, 471590.14666666667 124690.244, 471514.1213333333 124642.228, 471466.1053333333 124706.24933333334, 471390.08 124850.29733333334, 471486.112 124946.32933333333, 471590.14666666667 125022.35466666667, 471890.24666666664 125126.38933333334, 472254.368 125346.46266666667, 472370.4066666667 125470.504, 472594.48133333336 125634.55866666666, 472702.5173333333 125754.59866666667, 472714.52133333334 125790.61066666666, 472830.56 125894.64533333333, 472946.59866666666 125938.66, 473038.62933333335 125990.67733333334, 473162.67066666664 126018.68666666666, 473238.696 126090.71066666667, 473298.716 126174.73866666667, 473374.7413333333 126202.748, 473474.7746666667 126186.74266666667, 473514.788 126194.74533333334, 473578.80933333334 126126.72266666667, 473586.812 126086.70933333333, 473562.804 126026.68933333333, 473538.796 126002.68133333333, 473518.7893333333 125998.68, 473510.7866666667 126010.684), (473074.64133333333 125662.568, 473078.64266666665 125666.56933333333, 473074.64133333333 125666.56933333333, 473074.64133333333 125662.568))",profiles/unnamed_face_near_su_726_254_profile.png
Coarse-screen discovery,Unnamed face near TQ 107 488,Passed terrain threshold,510857.6394023429,148841.84462322746,51.2280103607176,-0.41373834574256363,TQ 1085 4884,28.852572795176844,168.84283447265625,S,13.298563957214355,13.000885963439941,17.969270706176758,13.25545883178711,58.14457702636719,190.76305409118652,240.0,2599.7817714640405,2599.7817714640405,515.234367267898,64.57262690328888,-1.7737808227539062,3.778419017791748,0,0,45.08764777823074,111.31875220030192,104.47558980745814,True,100.0,100.0,Not yet checked,"Upper face appears large enough geometrically; surface, fences, rotor and ownership require field inspection.",DTM shows downslope continuation; actual emergency landing suitability requires aerial imagery and a site visit.,OSM query failed: 406 Client Error: Not Acceptable for url: https://overpass-api.de/api/interpreter,"Nearest aerodromes: Lasham Gliding Centre 27.1 mi, Popham Airfield 35.7 mi. This is proximity screening only; current chart/NOTAM and local operating procedures remain mandatory.",Not yet checked,No listed recognised site within 2 miles,Low,Representative sustained slope 13.3° versus Whitewool 11.9°; relief 58 m versus 56 m; continuous ridge 2600 m versus 1196 m; 45% of the broader face reaches the benchmark threshold.,"POLYGON ((511407.70266666665 148586.42666666667, 511395.6986666667 148618.43733333334, 511371.69066666666 148618.43733333334, 511323.67466666666 148598.43066666665, 511315.672 148570.42133333333, 511267.656 148586.42666666667, 511243.648 148610.43466666667, 511219.64 148610.43466666667, 511203.6346666667 148594.42933333333, 511035.57866666664 148598.43066666665, 510963.55466666666 148578.424, 510811.504 148606.43333333332, 510599.43333333335 148538.41066666666, 510539.41333333333 148538.41066666666, 510483.3946666667 148502.39866666668, 510371.35733333335 148498.39733333333, 510271.324 148510.40133333334, 510163.288 148494.396, 510139.28 148506.4, 510103.268 148486.39333333334, 510059.25333333336 148518.404, 510031.244 148522.40533333333, 509971.224 148510.40133333334, 509911.204 148466.38666666666, 509851.184 148458.384, 509807.1693333333 148466.38666666666, 509675.12533333333 148426.37333333332, 509635.112 148426.37333333332, 509603.10133333335 148442.37866666666, 509511.07066666667 148434.376, 509455.052 148414.36933333334, 509415.03866666666 148582.42533333335, 509399.0333333333 148774.48933333333, 509519.0733333333 148794.496, 509611.104 148830.508, 509703.1346666667 148826.50666666665, 509779.16 148842.512, 509863.188 148898.53066666666, 509927.20933333336 148914.536, 510079.26 148918.53733333334, 510183.29466666665 148902.532, 510251.3173333333 148918.53733333334, 510647.44933333335 148930.54133333333, 510799.5 148970.55466666666, 510959.55333333334 148958.55066666668, 511187.62933333335 148986.56, 511207.636 149006.56666666668, 511259.6533333333 149022.572, 511267.656 149050.58133333334, 511355.6853333333 149098.59733333334, 511447.716 149110.60133333332, 511555.752 149146.61333333334, 511751.8173333333 149270.65466666667, 511871.85733333335 149298.664, 511955.88533333334 149386.69333333333, 511983.8946666667 149438.71066666668, 512003.90133333334 149522.73866666667, 512119.94 149278.65733333334, 512175.95866666664 149054.58266666665, 512087.92933333333 148958.55066666668, 511995.89866666665 148890.528, 511935.8786666667 148870.52133333334, 511915.872 148890.528, 511859.85333333333 148898.53066666666, 511719.80666666664 148794.496, 511627.776 148794.496, 511603.768 148766.48666666666, 511591.764 148702.46533333333, 511519.74 148622.43866666665, 511459.72 148586.42666666667, 511407.70266666665 148586.42666666667))",profiles/unnamed_face_near_tq_107_488_profile.png
Coarse-screen discovery,Unnamed face near SU 734 266,Passed terrain threshold,473859.36522912,126894.79060569822,51.036675652644035,-0.947979734628519,SU 7385 2689,6.585620747779093,163.66351318359375,SSE,16.46501922607422,21.535808563232422,32.455894470214844,19.608928680419922,74.27395629882812,243.68096678344727,240.0,1839.5252272314974,1839.5252272314974,599.8637393308163,40.85602373653333,-1.9758615493774414,8.415836334228516,0,0,56.6614710903288,137.8243095342824,133.4572506759237,True,100.0,100.0,Not yet checked,"Upper face appears large enough geometrically; surface, fences, rotor and ownership require field inspection.",DTM shows downslope continuation; actual emergency landing suitability requires aerial imagery and a site visit.,OSM query failed: 406 Client Error: Not Acceptable for url: https://overpass-api.de/api/interpreter,"Nearest aerodromes: Lasham Gliding Centre 11.0 mi, Popham Airfield 16.5 mi. This is proximity screening only; current chart/NOTAM and local operating procedures remain mandatory.",Not yet checked,No listed recognised site within 2 miles,Low,Representative sustained slope 16.5° versus Whitewool 11.9°; relief 74 m versus 56 m; continuous ridge 1840 m versus 1196 m; 57% of the broader face reaches the benchmark threshold.,"POLYGON ((474159.73733333335 127298.71466666667, 474063.70533333335 127270.70533333333, 473995.6826666667 127178.67466666667, 473843.632 127138.66133333334, 473791.61466666666 127086.644, 473679.5773333333 127058.63466666666, 473679.5773333333 127030.62533333333, 473591.548 126942.596, 473587.5466666667 126834.56, 473495.516 126854.56666666667, 473343.46533333336 126862.56933333333, 473199.41733333335 126850.56533333333, 473059.37066666665 126806.55066666666, 472995.3493333333 126754.53333333334, 472963.33866666665 126710.51866666667, 472907.32 126698.51466666667, 472911.3213333333 126690.512, 472887.31333333335 126694.51333333334, 472891.3146666667 126682.50933333334, 472871.308 126682.50933333334, 472875.30933333334 126670.50533333333, 472863.3053333333 126674.50666666667, 472843.29866666667 126642.496, 472875.30933333334 126618.488, 472875.30933333334 126582.476, 472911.3213333333 126538.46133333334, 472891.3146666667 126470.43866666667, 472903.3186666667 126374.40666666666, 472943.332 126418.42133333333, 472947.3333333333 126450.432, 472955.336 126438.428, 472967.34 126450.432, 472971.34133333334 126478.44133333334, 472951.3346666667 126506.45066666667, 472959.33733333333 126550.46533333333, 472979.344 126542.46266666667, 473039.364 126550.46533333333, 473151.40133333334 126630.492, 473427.49333333335 126570.472, 473571.54133333336 126510.452, 473667.5733333333 126506.45066666667, 473739.59733333334 126526.45733333334, 473779.61066666665 126562.46933333333, 473787.61333333334 126590.47866666666, 473843.632 126662.50266666667, 473831.628 126754.53333333334, 473839.63066666666 126774.54, 473871.64133333333 126758.53466666667, 473911.65466666664 126710.51866666667, 473939.664 126694.51333333334, 473971.67466666666 126694.51333333334, 474031.6946666667 126726.524, 474079.7106666667 126770.53866666666, 474083.712 126814.55333333333, 474067.70666666667 126866.57066666667, 474183.7453333333 126794.54666666666, 474227.76 126806.55066666666, 474251.768 126830.55866666666, 474267.7733333333 126858.568, 474267.7733333333 126898.58133333334, 474215.756 127002.616, 474215.756 127042.62933333333, 474227.76 127058.63466666666, 474259.7706666667 127050.632, 474367.80666666664 126934.59333333334, 474411.8213333333 126914.58666666667, 474471.84133333334 126926.59066666667, 474499.8506666667 126946.59733333334, 474519.85733333335 126970.60533333334, 474523.85866666667 127014.62, 474547.86666666664 127010.61866666666, 474607.88666666666 126934.59333333334, 474651.90133333334 126914.58666666667, 474755.936 126910.58533333334, 474819.9573333333 126926.59066666667, 474779.944 127090.64533333333, 474707.92 127106.65066666667, 474611.888 127202.68266666666, 474527.86 127246.69733333333, 474439.8306666667 127270.70533333333, 474159.73733333335 127298.71466666667), (472891.3146666667 126678.508, 472895.316 126682.50933333334, 472895.316 126678.508, 472891.3146666667 126678.508), (472875.30933333334 126666.504, 472879.31066666666 126670.50533333333, 472879.31066666666 126666.504, 472875.30933333334 126666.504), (472879.31066666666 126662.50266666667, 472883.312 126666.504, 472883.312 126662.50266666667, 472879.31066666666 126662.50266666667))",profiles/unnamed_face_near_su_734_266_profile.png
Coarse-screen discovery,Unnamed face near SU 717 248,Passed terrain threshold,472170.97489708965,125170.20402315346,51.021384541466674,-0.9723985264598426,SU 7217 2517,6.822701932691361,158.4346923828125,SSE,15.888131141662598,13.864069938659668,30.881933212280273,17.26666831970215,75.43295288085938,247.48344912963867,240.0,1850.384630600165,1850.384630600165,539.7343792688043,34.302857142222216,-4.341858863830566,7.699843406677246,0,0,57.034861745122555,132.9953323663314,135.53976391593974,True,100.0,100.0,Not yet checked,"Upper face appears large enough geometrically; surface, fences, rotor and ownership require field inspection.",DTM shows downslope continuation; actual emergency landing suitability requires aerial imagery and a site visit.,OSM query failed: 406 Client Error: Not Acceptable for url: https://overpass-api.de/api/interpreter,"Nearest aerodromes: Lasham Gliding Centre 11.7 mi, Popham Airfield 16.5 mi. This is proximity screening only; current chart/NOTAM and local operating procedures remain mandatory.",Not yet checked,No listed recognised site within 2 miles,Low,Representative sustained slope 15.9° versus Whitewool 11.9°; relief 75 m versus 56 m; continuous ridge 1850 m versus 1196 m; 57% of the broader face reaches the benchmark threshold.,"POLYGON ((472783.83866666665 125855.81866666667, 472711.8146666667 125787.796, 472699.81066666666 125751.784, 472595.776 125635.74533333334, 472371.70133333333 125471.69066666666, 472255.66266666667 125347.64933333333, 471883.53866666666 125123.57466666667, 471595.44266666664 125023.54133333333, 471539.424 124991.53066666667, 471527.42 124967.52266666667, 471487.4066666667 124947.516, 471307.3466666667 124767.456, 471215.316 124647.416, 471207.31333333335 124611.404, 471259.3306666667 124587.396, 471299.344 124547.38266666667, 471399.3773333333 124555.38533333334, 471463.39866666665 124623.408, 471523.41866666666 124647.416, 471651.46133333334 124747.44933333334, 471707.48 124759.45333333334, 471759.49733333336 124795.46533333333, 471815.516 124783.46133333334, 471891.54133333336 124791.464, 471991.5746666667 124863.488, 472127.62 124915.50533333333, 472179.6373333333 124959.52, 472291.67466666666 125015.53866666666, 472363.6986666667 125079.56, 472399.7106666667 125075.55866666666, 472455.7293333333 125143.58133333334, 472491.7413333333 125223.608, 472531.7546666667 125267.62266666666, 472655.796 125347.64933333333, 472663.79866666667 125367.656, 472675.8026666667 125363.65466666667, 472683.8053333333 125375.65866666667, 472691.808 125367.656, 472715.816 125375.65866666667, 472727.82 125391.664, 472759.8306666667 125395.66533333334, 472803.84533333336 125435.67866666667, 472827.85333333333 125471.69066666666, 472839.85733333335 125467.68933333333, 472851.8613333333 125507.70266666666, 472875.86933333334 125523.708, 472895.876 125563.72133333333, 472971.90133333334 125611.73733333334, 472871.868 125763.788, 472783.83866666665 125855.81866666667), (472783.83866666665 125423.67466666667, 472787.84 125427.676, 472787.84 125423.67466666667, 472783.83866666665 125423.67466666667), (472707.81333333335 125379.66, 472711.8146666667 125383.66133333334, 472711.8146666667 125379.66, 472707.81333333335 125379.66))",profiles/unnamed_face_near_su_717_248_profile.png
Coarse-screen discovery,Unnamed face near SU 855 290,Failed terrain threshold,485819.8580180165,129072.86293113114,51.054597373673296,-0.7769201742783891,SU 8581 2907,12.410672996408948,178.8685302734375,S,13.327943801879883,16.785064697265625,24.456165313720703,14.473969459533691,56.03969955444336,183.85728788619994,240.0,1373.8281970017706,1373.8281970017706,1004.683667782534,26.664167227377778,0.550511360168457,5.9268879890441895,0,0,26.74390955664599,111.56468308866907,100.69349478504616,False,96.94086512594887,96.94086512594887,Not yet checked,Terrain-derived only,Terrain-derived only,Not yet checked,Not yet checked,Not yet checked,None identified,Medium,Representative sustained slope 13.3° versus Whitewool 11.9°; relief 56 m versus 56 m; continuous ridge 1374 m versus 1196 m; 27% of the broader face reaches the benchmark threshold.,"POLYGON ((486457.804 130064.85333333333, 486449.8013333333 130032.84266666666, 486457.804 129968.82133333333, 486413.7893333333 129840.77866666667, 486373.776 129764.75333333333, 486381.77866666665 129696.73066666667, 486341.76533333334 129644.71333333333, 486333.76266666665 129600.69866666666, 486285.74666666664 129500.66533333334, 486205.72 129480.65866666667, 486125.69333333336 129400.632, 486109.688 129412.636, 486005.6533333333 129396.63066666666, 485949.6346666667 129376.624, 485893.616 129336.61066666666, 485853.6026666667 129288.59466666667, 485841.59866666666 129188.56133333333, 485813.5893333333 129104.53333333334, 485785.58 129120.53866666666, 485765.5733333333 129112.536, 485721.5586666667 129128.54133333333, 485533.496 129152.54933333333, 485441.46533333336 129208.568, 485257.404 129244.58, 485209.388 129236.57733333333, 485181.3786666667 129184.56, 485157.37066666665 129168.55466666666, 485157.37066666665 129092.52933333334, 485181.3786666667 129024.50666666667, 485225.3933333333 129012.50266666667, 485245.4 128964.48666666666, 485293.416 128924.47333333333, 485305.42 128888.46133333334, 485337.43066666665 128880.45866666667, 485381.44533333334 128816.43733333334, 485441.46533333336 128804.43333333333, 485485.48 128820.43866666667, 485593.516 128796.43066666667, 485677.544 128840.44533333334, 485705.55333333334 128828.44133333334, 485701.552 128792.42933333333, 485613.52266666666 128712.40266666666, 485589.5146666667 128656.384, 485609.52133333334 128632.376, 485617.524 128588.36133333333, 485645.5333333333 128580.35866666667, 485653.536 128564.35333333333, 485669.54133333336 128568.35466666667, 485673.5426666667 128552.34933333333, 485689.548 128552.34933333333, 485713.556 128524.34, 485757.57066666667 128516.33733333333, 485761.572 128500.332, 485813.5893333333 128492.32933333333, 485833.596 128504.33333333333, 485869.608 128500.332, 485893.616 128532.34266666666, 485969.64133333333 128564.35333333333, 485993.6493333333 128612.36933333334, 486037.664 128656.384, 486121.692 128700.39866666666, 486141.6986666667 128732.40933333333, 486145.7 128788.428, 486177.7106666667 128820.43866666667, 486237.73066666664 128924.47333333333, 486221.7253333333 128952.48266666666, 486181.712 128964.48666666666, 486141.6986666667 128964.48666666666, 486081.6786666667 128940.47866666666, 486017.65733333334 128964.48666666666, 485981.64533333335 128952.48266666666, 485949.6346666667 128972.48933333333, 485937.63066666666 129016.504, 486037.664 129076.524, 486029.66133333335 129120.53866666666, 486041.6653333333 129132.54266666666, 486101.6853333333 129140.54533333333, 486237.73066666664 129108.53466666667, 486301.752 129132.54266666666, 486305.75333333336 129152.54933333333, 486317.7573333333 129152.54933333333, 486321.7586666667 129172.556, 486333.76266666665 129172.556, 486357.7706666667 129208.568, 486421.792 129240.57866666667, 486433.796 129276.59066666667, 486573.84266666666 129352.616, 486529.828 129428.64133333333, 486557.83733333333 129492.66266666667, 486621.85866666667 129516.67066666667, 486653.86933333334 129560.68533333333, 486657.87066666665 129604.7, 486609.85466666665 129640.712, 486609.85466666665 129652.716, 486629.8613333333 129668.72133333333, 486665.87333333335 129672.72266666667, 486681.8786666667 129708.73466666667, 486677.8773333333 129728.74133333334, 486633.8626666667 129760.752, 486633.8626666667 129776.75733333333, 486697.884 129804.76666666666, 486637.864 129884.79333333333, 486617.85733333335 129904.8, 486597.8506666667 129904.8, 486573.84266666666 129932.80933333334, 486577.844 129952.816, 486457.804 130064.85333333333))",profiles/unnamed_face_near_su_855_290_profile.png
Coarse-screen discovery,Unnamed face near SU 316 564,Failed terrain threshold,431548.3076173719,156503.12604271146,51.30677734009598,-1.5488054114175123,SU 3154 5650,25.686776767919582,186.30126953125,S,14.175522804260254,11.629700660705566,26.840368270874023,16.05342674255371,62.345794677734375,204.54657701049805,240.0,1802.9667832375271,1802.9667832375271,747.9807042722823,25.388116952355556,-3.3463363647460938,7.298591613769531,0,0,25.316212289547902,118.65954214561069,112.02443983756584,False,96.24774169921875,96.24774169921875,Not yet checked,Terrain-derived only,Terrain-derived only,Not yet checked,Not yet checked,Not yet checked,None identified,Medium,Representative sustained slope 14.2° versus Whitewool 11.9°; relief 62 m versus 56 m; continuous ridge 1803 m versus 1196 m; 25% of the broader face reaches the benchmark threshold.,"POLYGON ((432688.848 156630.57066666667, 432684.8466666667 156618.56666666668, 432696.8506666667 156618.56666666668, 432688.848 156570.55066666668, 432640.832 156490.524, 432644.8333333333 156450.51066666667, 432612.82266666665 156422.50133333332, 432616.824 156398.49333333335, 432588.8146666667 156346.476, 432544.8 156318.46666666667, 432524.79333333333 156318.46666666667, 432512.7893333333 156298.46, 432496.784 156298.46, 432472.776 156330.47066666666, 432448.768 156334.472, 432364.74 156322.468, 432316.724 156294.45866666667, 432372.7426666667 156226.436, 432452.76933333336 156182.42133333333, 432544.8 156210.43066666665, 432560.8053333333 156242.44133333332, 432552.8026666667 156154.412, 432500.7853333333 156090.39066666667, 432480.77866666665 156078.38666666666, 432408.7546666667 156074.38533333334, 432352.736 156090.39066666667, 432200.6853333333 156094.392, 432164.67333333334 156038.37333333332, 432084.64666666667 155998.36, 432040.632 155998.36, 431864.5733333333 156158.41333333333, 431776.544 156222.43466666667, 431760.53866666666 156250.444, 431720.52533333335 156258.44666666666, 431648.5013333333 156306.46266666666, 431504.4533333333 156346.476, 431408.42133333336 156358.48, 431224.36 156358.48, 431180.34533333336 156382.488, 431152.336 156442.508, 431096.3173333333 156674.58533333332, 431052.3026666667 156758.61333333334, 431024.29333333333 156770.61733333333, 431016.29066666664 156790.624, 430892.24933333334 156826.636, 430764.20666666667 156818.63333333333, 430540.132 156846.64266666665, 430312.056 156854.64533333332, 430376.0773333333 157010.69733333334, 431036.29733333335 156978.68666666668, 431180.34533333336 156922.668, 431244.36666666664 156874.652, 431320.392 156778.62, 431364.4066666667 156662.58133333334, 431528.46133333334 156662.58133333334, 431728.528 156602.56133333335, 431880.57866666664 156514.532, 431960.6053333333 156438.50666666665, 432128.66133333335 156474.51866666667, 432184.68 156514.532, 432480.77866666665 156662.58133333334, 432552.8026666667 156658.58, 432580.812 156678.58666666667, 432624.82666666666 156682.588, 432640.832 156666.58266666665, 432680.84533333336 156670.584, 432688.848 156630.57066666667), (432680.84533333336 156634.572, 432684.8466666667 156646.576, 432680.84533333336 156646.576, 432680.84533333336 156634.572))",profiles/unnamed_face_near_su_316_564_profile.png
Coarse-screen discovery,Unnamed face near TQ 009 387,Failed terrain threshold,500790.4138560611,138733.7313128847,51.13901208333406,-0.5606970212193395,TQ 0079 3873,21.368578786404058,164.79364013671875,SSE,13.87497615814209,20.680561065673828,26.3072566986084,15.567367553710938,57.4976806640625,188.6406906298828,240.0,1297.168729783909,1297.168729783909,633.5658644712239,22.29965900942222,3.2727279663085938,5.373307704925537,0,0,31.048673194267064,116.14374587381025,103.31323069414937,False,96.06438027837162,96.06438027837162,Not yet checked,Terrain-derived only,Terrain-derived only,Not yet checked,Not yet checked,Not yet checked,None identified,Medium,Representative sustained slope 13.9° versus Whitewool 11.9°; relief 57 m versus 56 m; continuous ridge 1297 m versus 1196 m; 31% of the broader face reaches the benchmark threshold.,"POLYGON ((500718.4253333333 138820.51333333334, 500762.44 138824.51466666666, 500790.44933333335 138856.52533333332, 500850.4693333333 138876.532, 500910.48933333333 138940.55333333334, 500990.516 138952.55733333333, 501034.5306666667 138980.56666666668, 501090.5493333333 139060.59333333332, 501170.576 139092.604, 501198.58533333335 139120.61333333334, 501302.62 139252.65733333334, 501398.652 139264.66133333332, 501458.672 139248.656, 501486.6813333333 139140.62, 501534.6973333333 139108.60933333333, 501530.696 139092.604, 501510.68933333334 139092.604, 501470.676 139116.612, 501466.67466666666 139084.60133333332, 501454.67066666664 139080.6, 501458.672 139032.584, 501474.67733333335 139024.58133333334, 501494.684 138984.568, 501482.68 138948.556, 501482.68 138844.52133333334, 501470.676 138824.51466666666, 501434.664 138808.50933333332, 501434.664 138764.49466666667, 501418.65866666666 138736.48533333334, 501314.624 138696.472, 501202.58666666667 138700.47333333333, 501158.572 138692.47066666666, 501138.56533333333 138672.464, 501058.53866666666 138672.464, 501038.532 138636.452, 500974.51066666667 138600.44, 500946.5013333333 138556.42533333335, 500842.4666666667 138504.408, 500838.46533333336 138488.40266666666, 500814.4573333333 138476.39866666668, 500746.43466666667 138464.39466666666, 500722.4266666667 138480.4, 500650.40266666666 138480.4, 500650.40266666666 138444.388, 500722.4266666667 138392.37066666665, 500726.428 138364.36133333333, 500662.4066666667 138304.34133333334, 500590.38266666664 138264.328, 500454.33733333333 138248.32266666667, 500362.30666666664 138264.328, 500318.292 138284.33466666666, 500230.26266666665 138384.368, 500170.2426666667 138496.40533333333, 500162.24 138568.42933333333, 500174.244 138568.42933333333, 500170.2426666667 138588.436, 500194.25066666666 138632.45066666667, 500186.248 138656.45866666667, 500198.252 138656.45866666667, 500198.252 138668.46266666666, 500186.248 138660.46, 500178.2453333333 138676.46533333333, 500158.2386666667 138672.464, 500154.23733333335 138696.472, 500166.2413333333 138696.472, 500166.2413333333 138712.47733333334, 500182.24666666664 138704.47466666668, 500186.248 138720.48, 500202.25333333336 138716.47866666666, 500214.2573333333 138744.488, 500322.29333333333 138756.492, 500430.32933333336 138704.47466666668, 500454.33733333333 138672.464, 500526.3613333333 138728.48266666668, 500534.364 138756.492, 500518.35866666667 138764.49466666667, 500554.37066666665 138796.50533333333, 500598.38533333334 138816.512, 500666.408 138796.50533333333, 500718.4253333333 138808.50933333332, 500718.4253333333 138820.51333333334), (500726.428 138816.512, 500722.4266666667 138812.51066666667, 500726.428 138812.51066666667, 500726.428 138816.512), (500546.368 138760.49333333335, 500542.36666666664 138764.49466666667, 500542.36666666664 138760.49333333335, 500546.368 138760.49333333335), (500542.36666666664 138760.49333333335, 500538.3653333333 138756.492, 500542.36666666664 138756.492, 500542.36666666664 138760.49333333335))",profiles/unnamed_face_near_tq_009_387_profile.png
Coarse-screen discovery,Unnamed face near TQ 077 486,Failed terrain threshold,507722.17341271887,148664.05218472835,51.22701201914121,-0.4586785257809621,TQ 0772 4866,26.96811653273687,187.8721160888672,S,12.352925300598145,12.078201293945312,16.085250854492188,12.410280227661133,51.88013458251953,170.21042074371337,240.0,1643.1211233946378,1643.1211233946378,359.77182146388805,37.21359666542222,-0.9452276229858398,3.028125762939453,0,0,27.882508500188894,103.40306178248204,93.2194873021623,False,95.7935791015625,95.7935791015625,Not yet checked,Terrain-derived only,Terrain-derived only,Not yet checked,Not yet checked,Not yet checked,None identified,Medium,Representative sustained slope 12.4° versus Whitewool 11.9°; relief 52 m versus 56 m; continuous ridge 1643 m versus 1196 m; 28% of the broader face reaches the benchmark threshold.,"POLYGON ((506897.21733333333 148962.604, 506857.204 148934.59466666667, 506853.20266666665 148914.588, 506837.1973333333 148914.588, 506837.1973333333 148898.58266666665, 506825.19333333336 148902.584, 506805.18666666665 148826.55866666668, 506777.17733333335 148782.544, 506781.1786666667 148754.53466666667, 506801.1853333333 148746.532, 506805.18666666665 148698.516, 506793.1826666667 148682.51066666667, 506789.1813333333 148626.492, 506809.188 148562.47066666666, 506853.20266666665 148534.46133333334, 506985.24666666664 148502.45066666667, 507061.272 148466.43866666665, 507137.29733333335 148462.43733333334, 507177.31066666666 148418.42266666668, 507233.32933333336 148414.42133333333, 507257.33733333333 148426.42533333335, 507269.34133333334 148414.42133333333, 507341.3653333333 148414.42133333333, 507585.44666666666 148470.44, 507785.5133333333 148466.43866666665, 507853.536 148426.42533333335, 507873.5426666667 148398.416, 507933.5626666667 148374.408, 507993.58266666665 148370.40666666668, 508017.5906666667 148338.396, 508049.60133333335 148326.392, 508145.63333333336 148358.40266666666, 508229.66133333335 148270.37333333332, 508289.6813333333 148266.372, 508365.70666666667 148234.36133333333, 508437.73066666664 148262.37066666665, 508541.76533333334 148274.37466666667, 508545.76666666666 148286.37866666666, 508557.7706666667 148274.37466666667, 508557.7706666667 148290.38, 508573.776 148286.37866666666, 508577.77733333333 148302.384, 508569.7746666667 148342.39733333333, 508597.784 148370.40666666668, 508621.792 148370.40666666668, 508637.79733333335 148354.40133333334, 508637.79733333335 148310.38666666666, 508721.82533333334 148314.388, 508821.85866666667 148350.4, 508897.884 148422.424, 508897.884 148458.436, 508881.8786666667 148482.444, 508849.868 148494.448, 508713.82266666665 148502.45066666667, 508641.79866666667 148538.46266666666, 508633.796 148574.47466666668, 508573.776 148602.484, 508561.772 148622.49066666668, 508521.7586666667 148622.49066666668, 508505.75333333336 148646.49866666668, 508465.74 148642.49733333333, 508465.74 148674.508, 508369.708 148686.512, 508325.69333333336 148718.52266666666, 508289.6813333333 148714.52133333334, 508225.66 148798.54933333333, 508173.64266666665 148826.55866666668, 508089.61466666666 148818.556, 507933.5626666667 148862.57066666667, 507825.5266666667 148878.576, 507589.448 148886.57866666667, 507505.42 148874.57466666665, 507461.40533333336 148902.584, 507409.388 148914.588, 507329.3613333333 148914.588, 507301.352 148890.58, 507261.33866666665 148882.57733333332, 507157.304 148882.57733333332, 507109.288 148902.584, 507073.276 148902.584, 507037.264 148942.59733333334, 506897.21733333333 148962.604), (508045.6 148386.412, 508061.6053333333 148410.42, 508057.604 148390.41333333333, 508045.6 148386.412))",profiles/unnamed_face_near_tq_077_486_profile.png
